"","date_","n_per_day_age_date","n_per_day_date","50 Years and Over"
"1665",2021-05-08,3,5642,NA
"1666",2021-05-09,4819,5640,FALSE
"1667",2021-05-09,820,5640,TRUE
"1668",2021-05-09,1,5640,NA
"1669",2021-05-10,4844,5669,FALSE
"1670",2021-05-10,822,5669,TRUE
"1671",2021-05-10,3,5669,NA
"1672",2021-05-11,4878,5705,FALSE
"1673",2021-05-11,824,5705,TRUE
"1674",2021-05-11,3,5705,NA
"1675",2021-05-12,4840,5659,FALSE
"1676",2021-05-12,817,5659,TRUE
"1677",2021-05-12,2,5659,NA
"1678",2021-05-13,4832,5654,FALSE
"1679",2021-05-13,820,5654,TRUE
"1680",2021-05-13,2,5654,NA
"1681",2021-05-14,4815,5640,FALSE
"1682",2021-05-14,820,5640,TRUE
"1683",2021-05-14,5,5640,NA
"1684",2021-05-15,4812,5642,FALSE
"1685",2021-05-15,828,5642,TRUE
"1686",2021-05-15,2,5642,NA
"1687",2021-05-16,4802,5631,FALSE
"1688",2021-05-16,828,5631,TRUE
"1689",2021-05-16,1,5631,NA
"1690",2021-05-17,4830,5662,FALSE
"1691",2021-05-17,829,5662,TRUE
"1692",2021-05-17,3,5662,NA
"1693",2021-05-18,4856,5687,FALSE
"1694",2021-05-18,829,5687,TRUE
"1695",2021-05-18,2,5687,NA
"1696",2021-05-19,4831,5658,FALSE
"1697",2021-05-19,826,5658,TRUE
"1698",2021-05-19,1,5658,NA
"1699",2021-05-20,4811,5639,FALSE
"1700",2021-05-20,824,5639,TRUE
"1701",2021-05-20,4,5639,NA
"1702",2021-05-21,4798,5627,FALSE
"1703",2021-05-21,826,5627,TRUE
"1704",2021-05-21,3,5627,NA
"1705",2021-05-22,4816,5644,FALSE
"1706",2021-05-22,824,5644,TRUE
"1707",2021-05-22,4,5644,NA
"1708",2021-05-23,4814,5647,FALSE
"1709",2021-05-23,827,5647,TRUE
"1710",2021-05-23,6,5647,NA
"1711",2021-05-24,4838,5678,FALSE
"1712",2021-05-24,835,5678,TRUE
"1713",2021-05-24,5,5678,NA
"1714",2021-05-25,4871,5718,FALSE
"1715",2021-05-25,842,5718,TRUE
"1716",2021-05-25,5,5718,NA
"1717",2021-05-26,4868,5719,FALSE
"1718",2021-05-26,845,5719,TRUE
"1719",2021-05-26,6,5719,NA
"1720",2021-05-27,4842,5682,FALSE
"1721",2021-05-27,837,5682,TRUE
"1722",2021-05-27,3,5682,NA
"1723",2021-05-28,4830,5679,FALSE
"1724",2021-05-28,845,5679,TRUE
"1725",2021-05-28,4,5679,NA
"1726",2021-05-29,4850,5692,FALSE
"1727",2021-05-29,839,5692,TRUE
"1728",2021-05-29,3,5692,NA
"1729",2021-05-30,4844,5693,FALSE
"1730",2021-05-30,843,5693,TRUE
"1731",2021-05-30,6,5693,NA
"1732",2021-05-31,4866,5719,FALSE
"1733",2021-05-31,847,5719,TRUE
"1734",2021-05-31,6,5719,NA
"1735",2021-06-01,4882,5740,FALSE
"1736",2021-06-01,854,5740,TRUE
"1737",2021-06-01,4,5740,NA
"1738",2021-06-02,4895,5753,FALSE
"1739",2021-06-02,854,5753,TRUE
"1740",2021-06-02,4,5753,NA
"1741",2021-06-03,4878,5723,FALSE
"1742",2021-06-03,841,5723,TRUE
"1743",2021-06-03,4,5723,NA
"1744",2021-06-04,4849,5694,FALSE
"1745",2021-06-04,840,5694,TRUE
"1746",2021-06-04,5,5694,NA
"1747",2021-06-05,4856,5707,FALSE
"1748",2021-06-05,844,5707,TRUE
"1749",2021-06-05,7,5707,NA
"1750",2021-06-06,4875,5722,FALSE
"1751",2021-06-06,843,5722,TRUE
"1752",2021-06-06,4,5722,NA
"1753",2021-06-07,4902,5756,FALSE
"1754",2021-06-07,850,5756,TRUE
"1755",2021-06-07,4,5756,NA
"1756",2021-06-08,4922,5779,FALSE
"1757",2021-06-08,851,5779,TRUE
"1758",2021-06-08,6,5779,NA
"1759",2021-06-09,4882,5743,FALSE
"1760",2021-06-09,855,5743,TRUE
"1761",2021-06-09,6,5743,NA
"1762",2021-06-10,4895,5748,FALSE
"1763",2021-06-10,849,5748,TRUE
"1764",2021-06-10,4,5748,NA
"1765",2021-06-11,4892,5747,FALSE
"1766",2021-06-11,850,5747,TRUE
"1767",2021-06-11,5,5747,NA
"1768",2021-06-12,4892,5751,FALSE
"1769",2021-06-12,855,5751,TRUE
"1770",2021-06-12,4,5751,NA
"1771",2021-06-13,4890,5754,FALSE
"1772",2021-06-13,858,5754,TRUE
"1773",2021-06-13,6,5754,NA
"1774",2021-06-14,4927,5791,FALSE
"1775",2021-06-14,858,5791,TRUE
"1776",2021-06-14,6,5791,NA
"1777",2021-06-15,4947,5813,FALSE
"1778",2021-06-15,859,5813,TRUE
"1779",2021-06-15,7,5813,NA
"1780",2021-06-16,4922,5786,FALSE
"1781",2021-06-16,857,5786,TRUE
"1782",2021-06-16,7,5786,NA
"1783",2021-06-17,4923,5779,FALSE
"1784",2021-06-17,851,5779,TRUE
"1785",2021-06-17,5,5779,NA
"1786",2021-06-18,4901,5755,FALSE
"1787",2021-06-18,849,5755,TRUE
"1788",2021-06-18,5,5755,NA
"1789",2021-06-19,4924,5775,FALSE
"1790",2021-06-19,845,5775,TRUE
"1791",2021-06-19,6,5775,NA
"1792",2021-06-20,4949,5805,FALSE
"1793",2021-06-20,847,5805,TRUE
"1794",2021-06-20,9,5805,NA
"1795",2021-06-21,4986,5845,FALSE
"1796",2021-06-21,853,5845,TRUE
"1797",2021-06-21,6,5845,NA
"1798",2021-06-22,5009,5872,FALSE
"1799",2021-06-22,860,5872,TRUE
"1800",2021-06-22,3,5872,NA
"1801",2021-06-23,4989,5852,FALSE
"1802",2021-06-23,859,5852,TRUE
"1803",2021-06-23,4,5852,NA
"1804",2021-06-24,4989,5858,FALSE
"1805",2021-06-24,863,5858,TRUE
"1806",2021-06-24,6,5858,NA
"1807",2021-06-25,4978,5840,FALSE
"1808",2021-06-25,850,5840,TRUE
"1809",2021-06-25,12,5840,NA
"1810",2021-06-26,4973,5836,FALSE
"1811",2021-06-26,854,5836,TRUE
"1812",2021-06-26,9,5836,NA
"1813",2021-06-27,4976,5831,FALSE
"1814",2021-06-27,847,5831,TRUE
"1815",2021-06-27,8,5831,NA
"1816",2021-06-28,4976,5831,FALSE
"1817",2021-06-28,847,5831,TRUE
"1818",2021-06-28,8,5831,NA
"1819",2021-06-29,5022,5893,FALSE
"1820",2021-06-29,864,5893,TRUE
"1821",2021-06-29,7,5893,NA
"1822",2021-06-30,4984,5850,FALSE
"1823",2021-06-30,861,5850,TRUE
"1824",2021-06-30,5,5850,NA
"1825",2021-07-01,4980,5840,FALSE
"1826",2021-07-01,855,5840,TRUE
"1827",2021-07-01,5,5840,NA
"1828",2021-07-02,4939,5800,FALSE
"1829",2021-07-02,849,5800,TRUE
"1830",2021-07-02,12,5800,NA
"1831",2021-07-03,4965,5825,FALSE
"1832",2021-07-03,854,5825,TRUE
"1833",2021-07-03,6,5825,NA
"1834",2021-07-04,4957,5814,FALSE
"1835",2021-07-04,850,5814,TRUE
"1836",2021-07-04,7,5814,NA
"1837",2021-07-05,4980,5841,FALSE
"1838",2021-07-05,855,5841,TRUE
"1839",2021-07-05,6,5841,NA
"1840",2021-07-06,5015,5881,FALSE
"1841",2021-07-06,859,5881,TRUE
"1842",2021-07-06,7,5881,NA
"1843",2021-07-07,5011,5883,FALSE
"1844",2021-07-07,862,5883,TRUE
"1845",2021-07-07,10,5883,NA
"1846",2021-07-08,5004,5876,FALSE
"1847",2021-07-08,861,5876,TRUE
"1848",2021-07-08,11,5876,NA
"1849",2021-07-09,4975,5842,FALSE
"1850",2021-07-09,857,5842,TRUE
"1851",2021-07-09,10,5842,NA
"1852",2021-07-10,4980,5850,FALSE
"1853",2021-07-10,860,5850,TRUE
"1854",2021-07-10,10,5850,NA
"1855",2021-07-11,4988,5860,FALSE
"1856",2021-07-11,863,5860,TRUE
"1857",2021-07-11,9,5860,NA
"1858",2021-07-12,5003,5881,FALSE
"1859",2021-07-12,868,5881,TRUE
"1860",2021-07-12,10,5881,NA
"1861",2021-07-13,5025,5906,FALSE
"1862",2021-07-13,872,5906,TRUE
"1863",2021-07-13,9,5906,NA
"1864",2021-07-14,4989,5859,FALSE
"1865",2021-07-14,859,5859,TRUE
"1866",2021-07-14,11,5859,NA
"1867",2021-07-15,4977,5840,FALSE
"1868",2021-07-15,853,5840,TRUE
"1869",2021-07-15,10,5840,NA
"1870",2021-07-16,4972,5831,FALSE
"1871",2021-07-16,848,5831,TRUE
"1872",2021-07-16,11,5831,NA
"1873",2021-07-17,4975,5836,FALSE
"1874",2021-07-17,849,5836,TRUE
"1875",2021-07-17,12,5836,NA
"1876",2021-07-18,4983,5843,FALSE
"1877",2021-07-18,852,5843,TRUE
"1878",2021-07-18,8,5843,NA
"1879",2021-07-19,5018,5886,FALSE
"1880",2021-07-19,860,5886,TRUE
"1881",2021-07-19,8,5886,NA
"1882",2021-07-20,5049,5925,FALSE
"1883",2021-07-20,867,5925,TRUE
"1884",2021-07-20,9,5925,NA
"1885",2021-07-21,5054,5927,FALSE
"1886",2021-07-21,864,5927,TRUE
"1887",2021-07-21,9,5927,NA
"1888",2021-07-22,5034,5910,FALSE
"1889",2021-07-22,868,5910,TRUE
"1890",2021-07-22,8,5910,NA
"1891",2021-07-23,5013,5888,FALSE
"1892",2021-07-23,863,5888,TRUE
"1893",2021-07-23,12,5888,NA
"1894",2021-07-24,5022,5900,FALSE
"1895",2021-07-24,867,5900,TRUE
"1896",2021-07-24,11,5900,NA
"1897",2021-07-25,5005,5890,FALSE
"1898",2021-07-25,871,5890,TRUE
"1899",2021-07-25,14,5890,NA
"1900",2021-07-26,5039,5927,FALSE
"1901",2021-07-26,876,5927,TRUE
"1902",2021-07-26,12,5927,NA
"1903",2021-07-27,5044,5927,FALSE
"1904",2021-07-27,872,5927,TRUE
"1905",2021-07-27,11,5927,NA
"1906",2021-07-28,5020,5900,FALSE
"1907",2021-07-28,871,5900,TRUE
"1908",2021-07-28,9,5900,NA
"1909",2021-07-29,5033,5912,FALSE
"1910",2021-07-29,871,5912,TRUE
"1911",2021-07-29,8,5912,NA
"1912",2021-07-30,5028,5908,FALSE
"1913",2021-07-30,869,5908,TRUE
"1914",2021-07-30,11,5908,NA
"1915",2021-07-31,5007,5873,FALSE
"1916",2021-07-31,854,5873,TRUE
"1917",2021-07-31,12,5873,NA
"1918",2021-08-01,5022,5889,FALSE
"1919",2021-08-01,854,5889,TRUE
"1920",2021-08-01,13,5889,NA
"1921",2021-08-02,5047,5917,FALSE
"1922",2021-08-02,859,5917,TRUE
"1923",2021-08-02,11,5917,NA
"1924",2021-08-03,5045,5911,FALSE
"1925",2021-08-03,856,5911,TRUE
"1926",2021-08-03,10,5911,NA
"1927",2021-08-04,5019,5887,FALSE
"1928",2021-08-04,856,5887,TRUE
"1929",2021-08-04,12,5887,NA
"1930",2021-08-05,5024,5897,FALSE
"1931",2021-08-05,863,5897,TRUE
"1932",2021-08-05,10,5897,NA
"1933",2021-08-06,5028,5902,FALSE
"1934",2021-08-06,864,5902,TRUE
"1935",2021-08-06,10,5902,NA
"1936",2021-08-07,5024,5893,FALSE
"1937",2021-08-07,861,5893,TRUE
"1938",2021-08-07,8,5893,NA
"1939",2021-08-08,5032,5903,FALSE
"1940",2021-08-08,864,5903,TRUE
"1941",2021-08-08,7,5903,NA
"1942",2021-08-09,5032,5903,FALSE
"1943",2021-08-09,864,5903,TRUE
"1944",2021-08-09,7,5903,NA
"1945",2021-08-10,5032,5903,FALSE
"1946",2021-08-10,864,5903,TRUE
"1947",2021-08-10,7,5903,NA
"1948",2021-08-11,5032,5903,FALSE
"1949",2021-08-11,864,5903,TRUE
"1950",2021-08-11,7,5903,NA
"1951",2021-08-12,5032,5903,FALSE
"1952",2021-08-12,864,5903,TRUE
"1953",2021-08-12,7,5903,NA
"1954",2021-08-13,5065,5937,FALSE
"1955",2021-08-13,864,5937,TRUE
"1956",2021-08-13,8,5937,NA
"1957",2021-08-14,864,5940,TRUE
"1958",2021-08-14,5068,5940,FALSE
"1959",2021-08-14,8,5940,NA
"1960",2021-08-15,866,5951,TRUE
"1961",2021-08-15,5078,5951,FALSE
"1962",2021-08-15,7,5951,NA
"1963",2021-08-16,869,5979,TRUE
"1964",2021-08-16,5103,5979,FALSE
"1965",2021-08-16,7,5979,NA
"1966",2021-08-17,871,5990,TRUE
"1967",2021-08-17,5112,5990,FALSE
"1968",2021-08-17,7,5990,NA
"1969",2021-08-18,872,5980,TRUE
"1970",2021-08-18,5099,5980,FALSE
"1971",2021-08-18,9,5980,NA
"1972",2021-08-19,872,5985,TRUE
"1973",2021-08-19,5103,5985,FALSE
"1974",2021-08-19,10,5985,NA
"1975",2021-08-20,868,5981,TRUE
"1976",2021-08-20,5103,5981,FALSE
"1977",2021-08-20,10,5981,NA
"1978",2021-08-21,871,5989,TRUE
"1979",2021-08-21,5106,5989,FALSE
"1980",2021-08-21,12,5989,NA
"1981",2021-08-22,868,5988,TRUE
"1982",2021-08-22,5110,5988,FALSE
"1983",2021-08-22,10,5988,NA
"1984",2021-08-23,875,6022,TRUE
"1985",2021-08-23,5137,6022,FALSE
"1986",2021-08-23,10,6022,NA
"1987",2021-08-24,876,6031,TRUE
"1988",2021-08-24,5143,6031,FALSE
"1989",2021-08-24,12,6031,NA
"1990",2021-08-26,867,5987,TRUE
"1991",2021-08-26,5110,5987,FALSE
"1992",2021-08-26,10,5987,NA
"1993",2021-08-27,869,5993,TRUE
"1994",2021-08-27,5116,5993,FALSE
"1995",2021-08-27,8,5993,NA
"1996",2021-08-28,877,6015,TRUE
"1997",2021-08-28,5129,6015,FALSE
"1998",2021-08-28,9,6015,NA
"1999",2021-08-29,881,6037,TRUE
"2000",2021-08-29,5146,6037,FALSE
"2001",2021-08-29,10,6037,NA
"2002",2021-08-30,886,6065,TRUE
"2003",2021-08-30,5167,6065,FALSE
"2004",2021-08-30,12,6065,NA
"2005",2021-08-31,878,6058,TRUE
"2006",2021-08-31,5168,6058,FALSE
"2007",2021-08-31,12,6058,NA
"2008",2021-09-01,871,6046,TRUE
"2009",2021-09-01,5162,6046,FALSE
"2010",2021-09-01,13,6046,NA
"2011",2021-09-02,870,6034,TRUE
"2012",2021-09-02,5154,6034,FALSE
"2013",2021-09-02,10,6034,NA
"2014",2021-09-03,865,6013,TRUE
"2015",2021-09-03,5137,6013,FALSE
"2016",2021-09-03,11,6013,NA
"2017",2021-09-04,867,6009,TRUE
"2018",2021-09-04,5131,6009,FALSE
"2019",2021-09-04,11,6009,NA
"2020",2021-09-05,864,6009,TRUE
"2021",2021-09-05,5136,6009,FALSE
"2022",2021-09-05,9,6009,NA
"2023",2021-09-06,867,6031,TRUE
"2024",2021-09-06,5155,6031,FALSE
"2025",2021-09-06,9,6031,NA
"2026",2021-09-07,871,6055,TRUE
"2027",2021-09-07,5175,6055,FALSE
"2028",2021-09-07,9,6055,NA
"2029",2021-09-08,873,6055,TRUE
"2030",2021-09-08,5174,6055,FALSE
"2031",2021-09-08,8,6055,NA
"2032",2021-09-09,867,6025,TRUE
"2033",2021-09-09,5151,6025,FALSE
"2034",2021-09-09,7,6025,NA
"2035",2021-09-10,867,6040,TRUE
"2036",2021-09-10,5166,6040,FALSE
"2037",2021-09-10,7,6040,NA
"2038",2021-09-11,873,6050,TRUE
"2039",2021-09-11,5169,6050,FALSE
"2040",2021-09-11,8,6050,NA
"2041",2021-09-12,871,6032,TRUE
"2042",2021-09-12,5153,6032,FALSE
"2043",2021-09-12,8,6032,NA
"2044",2021-09-13,878,6067,TRUE
"2045",2021-09-13,5179,6067,FALSE
"2046",2021-09-13,10,6067,NA
"2047",2021-09-14,877,6078,TRUE
"2048",2021-09-14,5192,6078,FALSE
"2049",2021-09-14,9,6078,NA
"2050",2021-09-15,879,6082,TRUE
"2051",2021-09-15,5195,6082,FALSE
"2052",2021-09-15,8,6082,NA
"2053",2021-09-16,879,6087,TRUE
"2054",2021-09-16,5198,6087,FALSE
"2055",2021-09-16,10,6087,NA
"2056",2021-09-17,876,6080,TRUE
"2057",2021-09-17,5195,6080,FALSE
"2058",2021-09-17,9,6080,NA
"2059",2021-09-18,882,6084,TRUE
"2060",2021-09-18,5193,6084,FALSE
"2061",2021-09-18,9,6084,NA
"2062",2021-09-19,862,5991,TRUE
"2063",2021-09-19,5123,5991,FALSE
"2064",2021-09-19,6,5991,NA
"2065",2021-09-20,843,5943,TRUE
"2066",2021-09-20,5095,5943,FALSE
"2067",2021-09-20,5,5943,NA
"2068",2021-09-21,844,5916,TRUE
"2069",2021-09-21,5066,5916,FALSE
"2070",2021-09-21,6,5916,NA
"2071",2021-09-22,832,5846,TRUE
"2072",2021-09-22,5010,5846,FALSE
"2073",2021-09-22,4,5846,NA
"2074",2021-09-23,844,5839,TRUE
"2075",2021-09-23,4990,5839,FALSE
"2076",2021-09-23,5,5839,NA
"2077",2021-09-24,836,5791,TRUE
"2078",2021-09-24,4951,5791,FALSE
"2079",2021-09-24,4,5791,NA
"2080",2021-09-25,819,5733,TRUE
"2081",2021-09-25,4910,5733,FALSE
"2082",2021-09-25,4,5733,NA
"2083",2021-09-26,819,5733,TRUE
"2084",2021-09-26,4910,5733,FALSE
"2085",2021-09-26,4,5733,NA
"2086",2021-09-27,819,5733,TRUE
"2087",2021-09-27,4910,5733,FALSE
"2088",2021-09-27,4,5733,NA
"2089",2021-09-28,805,5720,TRUE
"2090",2021-09-28,4910,5720,FALSE
"2091",2021-09-28,5,5720,NA
"2092",2021-09-29,795,5674,TRUE
"2093",2021-09-29,4876,5674,FALSE
"2094",2021-09-29,3,5674,NA
"2095",2021-09-30,800,5664,TRUE
"2096",2021-09-30,4862,5664,FALSE
"2097",2021-09-30,2,5664,NA
"2098",2021-10-01,794,5624,TRUE
"2099",2021-10-01,4827,5624,FALSE
"2100",2021-10-01,3,5624,NA
"2101",2021-10-02,794,5624,TRUE
"2102",2021-10-02,4827,5624,FALSE
"2103",2021-10-02,3,5624,NA
"2104",2021-10-03,794,5624,TRUE
"2105",2021-10-03,4827,5624,FALSE
"2106",2021-10-03,3,5624,NA
"2107",2021-10-04,794,5624,TRUE
"2108",2021-10-04,4827,5624,FALSE
"2109",2021-10-04,3,5624,NA
"2110",2021-10-05,794,5624,TRUE
"2111",2021-10-05,4827,5624,FALSE
"2112",2021-10-05,3,5624,NA
"2113",2021-10-06,784,5574,TRUE
"2114",2021-10-06,4786,5574,FALSE
"2115",2021-10-06,4,5574,NA
"2116",2021-10-07,782,5572,TRUE
"2117",2021-10-07,4787,5572,FALSE
"2118",2021-10-07,3,5572,NA
"2119",2021-10-08,777,5549,TRUE
"2120",2021-10-08,4768,5549,FALSE
"2121",2021-10-08,4,5549,NA
"2122",2021-10-09,780,5575,TRUE
"2123",2021-10-09,4789,5575,FALSE
"2124",2021-10-09,6,5575,NA
"2125",2021-10-10,780,5575,TRUE
"2126",2021-10-10,4789,5575,FALSE
"2127",2021-10-10,6,5575,NA
"2128",2021-10-11,780,5575,TRUE
"2129",2021-10-11,4789,5575,FALSE
"2130",2021-10-11,6,5575,NA
"2131",2021-10-12,780,5575,TRUE
"2132",2021-10-12,4789,5575,FALSE
"2133",2021-10-12,6,5575,NA
"2134",2021-10-13,780,5575,TRUE
"2135",2021-10-13,4789,5575,FALSE
"2136",2021-10-13,6,5575,NA
"2137",2021-10-14,791,5596,TRUE
"2138",2021-10-14,4802,5596,FALSE
"2139",2021-10-14,3,5596,NA
"2140",2021-10-15,791,5596,TRUE
"2141",2021-10-15,4802,5596,FALSE
"2142",2021-10-15,3,5596,NA
"2143",2021-10-16,5059,5934,FALSE
"2144",2021-10-16,867,5934,TRUE
"2145",2021-10-16,8,5934,NA
"2146",2021-10-17,5059,5934,FALSE
"2147",2021-10-17,867,5934,TRUE
"2148",2021-10-17,8,5934,NA
"2149",2021-10-18,5059,5934,FALSE
"2150",2021-10-18,867,5934,TRUE
"2151",2021-10-18,8,5934,NA
"2152",2021-10-19,794,5612,TRUE
"2153",2021-10-19,4812,5612,FALSE
"2154",2021-10-19,6,5612,NA
"2155",2021-10-20,788,5574,TRUE
"2156",2021-10-20,4781,5574,FALSE
"2157",2021-10-20,5,5574,NA
"2158",2021-10-21,786,5558,TRUE
"2159",2021-10-21,4767,5558,FALSE
"2160",2021-10-21,5,5558,NA
"2161",2021-10-22,782,5544,TRUE
"2162",2021-10-22,4758,5544,FALSE
"2163",2021-10-22,4,5544,NA
"2164",2021-10-23,782,5544,TRUE
"2165",2021-10-23,4758,5544,FALSE
"2166",2021-10-23,4,5544,NA
"2167",2021-10-24,779,5529,TRUE
"2168",2021-10-24,4741,5529,FALSE
"2169",2021-10-24,9,5529,NA
"2170",2021-10-25,779,5529,TRUE
"2171",2021-10-25,4741,5529,FALSE
"2172",2021-10-25,9,5529,NA
"2173",2021-10-26,779,5529,TRUE
"2174",2021-10-26,4741,5529,FALSE
"2175",2021-10-26,9,5529,NA
"2176",2021-10-27,779,5529,TRUE
"2177",2021-10-27,4741,5529,FALSE
"2178",2021-10-27,9,5529,NA
"2179",2021-10-28,779,5529,TRUE
"2180",2021-10-28,4741,5529,FALSE
"2181",2021-10-28,9,5529,NA
"2182",2021-10-29,771,5496,TRUE
"2183",2021-10-29,4717,5496,FALSE
"2184",2021-10-29,8,5496,NA
"2185",2021-10-30,771,5496,TRUE
"2186",2021-10-30,4717,5496,FALSE
"2187",2021-10-30,8,5496,NA
"2188",2021-10-31,771,5496,TRUE
"2189",2021-10-31,4717,5496,FALSE
"2190",2021-10-31,8,5496,NA
"2191",2021-11-01,771,5496,TRUE
"2192",2021-11-01,4717,5496,FALSE
"2193",2021-11-01,8,5496,NA
"2194",2021-11-02,771,5496,TRUE
"2195",2021-11-02,4717,5496,FALSE
"2196",2021-11-02,8,5496,NA
"2197",2021-11-03,769,5502,TRUE
"2198",2021-11-03,4727,5502,FALSE
"2199",2021-11-03,6,5502,NA
"2200",2021-11-04,776,5471,TRUE
"2201",2021-11-04,4688,5471,FALSE
"2202",2021-11-04,7,5471,NA
"2203",2021-11-05,776,5471,TRUE
"2204",2021-11-05,4688,5471,FALSE
"2205",2021-11-05,7,5471,NA
"2206",2021-11-06,774,5447,TRUE
"2207",2021-11-06,4666,5447,FALSE
"2208",2021-11-06,7,5447,NA
"2209",2021-11-07,774,5447,TRUE
"2210",2021-11-07,4666,5447,FALSE
"2211",2021-11-07,7,5447,NA
"2212",2021-11-08,774,5447,TRUE
"2213",2021-11-08,4666,5447,FALSE
"2214",2021-11-08,7,5447,NA
"2215",2021-11-09,774,5447,TRUE
"2216",2021-11-09,4666,5447,FALSE
"2217",2021-11-09,7,5447,NA
"2218",2021-11-10,774,5447,TRUE
"2219",2021-11-10,4666,5447,FALSE
"2220",2021-11-10,7,5447,NA
"2221",2021-11-11,774,5447,TRUE
"2222",2021-11-11,4666,5447,FALSE
"2223",2021-11-11,7,5447,NA
"2224",2021-11-12,774,5447,TRUE
"2225",2021-11-12,4666,5447,FALSE
"2226",2021-11-12,7,5447,NA
"2227",2021-11-13,774,5447,TRUE
"2228",2021-11-13,4666,5447,FALSE
"2229",2021-11-13,7,5447,NA
"2230",2021-11-14,774,5447,TRUE
"2231",2021-11-14,4666,5447,FALSE
"2232",2021-11-14,7,5447,NA
"2233",2021-11-15,774,5447,TRUE
"2234",2021-11-15,4666,5447,FALSE
"2235",2021-11-15,7,5447,NA
"2236",2021-11-16,774,5447,TRUE
"2237",2021-11-16,4666,5447,FALSE
"2238",2021-11-16,7,5447,NA
"2239",2021-11-17,782,5448,TRUE
"2240",2021-11-17,4662,5448,FALSE
"2241",2021-11-17,4,5448,NA
"2242",2021-11-18,781,5440,TRUE
"2243",2021-11-18,4654,5440,FALSE
"2244",2021-11-18,5,5440,NA
"2245",2021-11-19,781,5440,TRUE
"2246",2021-11-19,4654,5440,FALSE
"2247",2021-11-19,5,5440,NA
"2248",2021-11-20,783,5442,TRUE
"2249",2021-11-20,4655,5442,FALSE
"2250",2021-11-20,4,5442,NA
"2251",2021-11-21,783,5442,TRUE
"2252",2021-11-21,4655,5442,FALSE
"2253",2021-11-21,4,5442,NA
"2254",2021-11-22,783,5442,TRUE
"2255",2021-11-22,4655,5442,FALSE
"2256",2021-11-22,4,5442,NA
"2257",2021-11-23,783,5460,TRUE
"2258",2021-11-23,4673,5460,FALSE
"2259",2021-11-23,4,5460,NA
"2260",2021-11-24,772,5398,TRUE
"2261",2021-11-24,4621,5398,FALSE
"2262",2021-11-24,5,5398,NA
"2263",2021-11-25,769,5399,TRUE
"2264",2021-11-25,4625,5399,FALSE
"2265",2021-11-25,5,5399,NA
"2266",2021-11-26,769,5399,TRUE
"2267",2021-11-26,4625,5399,FALSE
"2268",2021-11-26,5,5399,NA
"2269",2021-11-27,769,5399,TRUE
"2270",2021-11-27,4625,5399,FALSE
"2271",2021-11-27,5,5399,NA
"2272",2021-11-28,769,5399,TRUE
"2273",2021-11-28,4625,5399,FALSE
"2274",2021-11-28,5,5399,NA
"2275",2021-11-29,769,5399,TRUE
"2276",2021-11-29,4625,5399,FALSE
"2277",2021-11-29,5,5399,NA
"2278",2021-11-30,770,5392,TRUE
"2279",2021-11-30,4619,5392,FALSE
"2280",2021-11-30,3,5392,NA
"2281",2021-12-01,766,5361,TRUE
"2282",2021-12-01,4592,5361,FALSE
"2283",2021-12-01,3,5361,NA
"2284",2021-12-02,759,5356,TRUE
"2285",2021-12-02,4593,5356,FALSE
"2286",2021-12-02,4,5356,NA
"2287",2021-12-03,757,5350,TRUE
"2288",2021-12-03,4586,5350,FALSE
"2289",2021-12-03,7,5350,NA
"2290",2021-12-04,764,5378,TRUE
"2291",2021-12-04,4611,5378,FALSE
"2292",2021-12-04,3,5378,NA
"2293",2021-12-05,764,5378,TRUE
"2294",2021-12-05,4611,5378,FALSE
"2295",2021-12-05,3,5378,NA
"2296",2021-12-06,764,5378,TRUE
"2297",2021-12-06,4611,5378,FALSE
"2298",2021-12-06,3,5378,NA
"2299",2021-12-07,772,5434,TRUE
"2300",2021-12-07,4657,5434,FALSE
"2301",2021-12-07,5,5434,NA
"2302",2021-12-08,4646,5421,FALSE
"2303",2021-12-08,769,5421,TRUE
"2304",2021-12-08,6,5421,NA
"2305",2021-12-09,4658,5436,FALSE
"2306",2021-12-09,771,5436,TRUE
"2307",2021-12-09,7,5436,NA
"2308",2021-12-10,4637,5407,FALSE
"2309",2021-12-10,764,5407,TRUE
"2310",2021-12-10,6,5407,NA
"2311",2021-12-11,4621,5400,FALSE
"2312",2021-12-11,771,5400,TRUE
"2313",2021-12-11,8,5400,NA
"2314",2021-12-12,4621,5400,FALSE
"2315",2021-12-12,771,5400,TRUE
"2316",2021-12-12,8,5400,NA
"2317",2021-12-13,4621,5400,FALSE
"2318",2021-12-13,771,5400,TRUE
"2319",2021-12-13,8,5400,NA
"2320",2021-12-14,4664,5444,FALSE
"2321",2021-12-14,776,5444,TRUE
"2322",2021-12-14,4,5444,NA
"2323",2021-12-15,4645,5423,FALSE
"2324",2021-12-15,774,5423,TRUE
"2325",2021-12-15,4,5423,NA
"2326",2021-12-16,4636,5409,FALSE
"2327",2021-12-16,770,5409,TRUE
"2328",2021-12-16,3,5409,NA
"2329",2021-12-17,4636,5401,FALSE
"2330",2021-12-17,760,5401,TRUE
"2331",2021-12-17,5,5401,NA
"2332",2021-12-18,4626,5383,FALSE
"2333",2021-12-18,753,5383,TRUE
"2334",2021-12-18,4,5383,NA
"2335",2021-12-19,4626,5383,FALSE
"2336",2021-12-19,753,5383,TRUE
"2337",2021-12-19,4,5383,NA
"2338",2021-12-21,4667,5431,FALSE
"2339",2021-12-21,761,5431,TRUE
