"","admitted_dt","inmateid","inmate_status_code","top_charge","release_date_approx","age","first_admin_date","last_admin_date","order_adm_times"
"301",2018-11-13,88687,"DE","CO",2019-10-31,36,2018-11-13,2022-01-30,1
"302",2018-11-14,16872,"DNS","",2019-10-11,23,2018-11-14,2019-10-31,1
"303",2018-11-14,20093747,"DE","110-125.25",2021-04-15,48,2018-11-14,2022-12-06,1
"304",2018-11-14,20199928,"CS","220.16",2020-03-27,22,2018-11-14,2021-12-13,1
"305",2018-11-15,763,"SSR","",2019-10-22,59,2018-11-15,2022-03-10,1
"306",2018-11-15,2446,"DPV","",2020-04-14,53,2018-11-15,2022-01-08,1
"307",2018-11-15,132920,"SSR","",2019-12-27,29,2018-11-15,2022-11-16,1
"308",2018-11-16,152169,"DE","160.15",2020-06-05,29,2018-11-16,2020-12-30,1
"309",2018-11-16,20022266,"DE","120.05",2021-11-16,31,2018-11-16,2022-12-23,1
"310",2018-11-16,20185171,"SSR","",2019-11-07,29,2018-11-16,2021-09-28,1
"311",2018-11-17,20075704,"CSP","155.25",2020-02-05,28,2018-11-17,2022-06-09,1
"312",2018-11-18,20169771,"DE","130.35",2020-05-16,35,2018-11-18,2020-10-24,1
"313",2018-11-19,48200,"SSR","215.52",2021-05-27,42,2018-11-19,2022-10-09,1
"314",2018-11-19,20106049,"SSR","",2019-12-16,23,2018-11-19,2022-08-20,1
"315",2018-11-19,20146133,"SSR","",2020-02-14,22,2018-11-19,2022-04-14,1
"316",2018-11-20,70657,"DPV","",2019-10-31,37,2018-11-20,2020-11-03,1
"317",2018-11-20,20176105,"SSR","",2019-10-17,34,2018-11-20,2022-03-23,1
"318",2018-11-21,20162910,"SSR","",2020-01-16,25,2018-11-21,2022-09-06,1
"319",2018-11-22,50660,"DE","",2020-10-11,31,2018-11-22,2023-01-12,1
"320",2018-11-24,17316,"SSR","",2019-11-25,39,2018-11-24,2022-08-25,1
"321",2018-11-27,18271,"CS","220.16",2020-03-05,48,2018-11-27,2021-04-26,1
"322",2018-11-28,32430,"DEP","140.25",2020-02-20,65,2018-11-28,2020-09-24,1
"323",2018-11-28,20200243,"DE","140.30",2020-01-08,27,2018-11-28,2022-04-25,1
"324",2018-11-29,143431,"DPV","",2020-04-14,64,2018-11-29,2020-12-26,1
"325",2018-11-30,129580,"DE","105.15",2019-12-18,40,2018-11-30,2022-12-20,1
"326",2018-11-30,170737,"DE","140.30",2020-07-14,30,2018-11-30,2020-12-14,1
"327",2018-11-30,20063200,"DE","140.20",2019-12-31,29,2018-11-30,2020-10-18,1
"328",2018-11-30,20067975,"DE","160.15",2019-10-29,39,2018-11-30,2019-11-04,1
"329",2018-12-01,20009896,"DE","220.16",2021-06-25,28,2018-12-01,2021-08-12,1
"330",2018-12-01,20038488,"DE","215.51",2020-01-06,60,2018-12-01,2020-04-14,1
"331",2018-12-01,20191047,"SSR","",2019-11-22,20,2018-12-01,2022-12-27,1
"332",2018-12-01,20200351,"DE","220.43",2020-01-03,39,2018-12-01,2022-10-04,1
"333",2018-12-02,20106054,"DPV","",2020-02-07,24,2018-12-02,2022-04-26,1
"334",2018-12-03,35067,"SSR","",2019-11-20,39,2018-12-03,2021-09-28,1
"335",2018-12-03,20017426,"DPV","",2019-12-25,26,2018-12-03,2022-09-06,1
"336",2018-12-05,20156274,"DE","155.35",2020-01-23,42,2018-12-05,2020-07-02,1
"337",2018-12-05,20194731,"DE","120.05",2019-12-22,33,2018-12-05,2022-06-08,1
"338",2018-12-06,20083340,"SSR","",2020-02-03,24,2018-12-06,2021-08-02,1
"339",2018-12-06,20200442,"DE","110-120.10",2020-11-27,20,2018-12-06,2022-05-31,1
"340",2018-12-07,20086128,"DE","155.30",2020-01-01,24,2018-12-07,2022-03-18,1
"341",2018-12-08,20114392,"SSR","",2019-10-30,33,2018-12-08,2022-10-27,1
"342",2018-12-09,20154498,"DE","110-125.25",2021-03-05,21,2018-12-09,2022-04-03,1
"343",2018-12-12,20075712,"DE","120.05",2020-01-11,28,2018-12-12,2021-09-19,1
"344",2018-12-12,20180554,"DE","CO",2019-11-05,18,2018-12-12,2022-10-20,1
"345",2018-12-12,20196966,"DNS","",2021-11-16,20,2018-12-12,2022-03-07,1
"346",2018-12-13,71792,"DE","120.05",2019-10-30,33,2018-12-13,2022-12-11,1
"347",2018-12-13,20112636,"SSR","165.45",2019-12-19,23,2018-12-13,2021-07-09,1
"348",2018-12-13,20200625,"CS","120.00",2020-04-10,32,2018-12-13,2020-08-10,1
"349",2018-12-14,33949,"DE","155.30",2019-12-13,52,2018-12-14,2022-10-25,1
"350",2018-12-15,10009655,"SSR","",2020-03-02,29,2018-12-15,2021-03-18,1
"351",2018-12-16,66907,"SSR","",2019-11-04,29,2018-12-16,2022-02-09,1
"352",2018-12-16,20194043,"DE","160.10",2020-06-10,19,2018-12-16,2021-04-25,1
"353",2018-12-16,20196040,"DE","",2019-10-12,27,2018-12-16,2022-12-19,1
"354",2018-12-17,3115,"DE","160.15",2020-02-07,44,2018-12-17,2022-03-03,1
"355",2018-12-17,31862,"DE","155.30",2019-12-12,74,2018-12-17,2021-07-21,1
"356",2018-12-17,20034949,"DPV","",2019-11-02,39,2018-12-17,2021-06-11,1
"357",2018-12-17,20169377,"DE","",2019-10-23,21,2018-12-17,2020-02-27,1
"358",2018-12-19,20103282,"DPV","",2020-01-18,30,2018-12-19,2022-05-06,1
"359",2018-12-19,20198069,"DE","130.65",2020-03-02,51,2018-12-19,2022-08-24,1
"360",2018-12-20,55095,"SSR","",2019-11-22,33,2018-12-20,2022-07-26,1
"361",2018-12-20,20123830,"DEP","AC 000.00",2021-06-29,24,2018-12-20,2022-01-15,1
"362",2018-12-21,20034395,"DE","",2020-11-07,60,2018-12-21,2021-04-05,1
"363",2018-12-22,30465,"DE","",2019-12-30,46,2018-12-22,2023-02-01,1
"364",2018-12-23,20006758,"DE","140.20",2020-04-22,39,2018-12-23,2022-06-22,1
"365",2018-12-23,20070395,"DE","140.30",2019-11-02,29,2018-12-23,2019-11-21,1
"366",2018-12-24,1824,"DE","",2019-12-25,41,2018-12-24,2021-11-12,1
"367",2018-12-24,20184779,"DE","120.10",2019-11-08,23,2018-12-24,2021-02-06,1
"368",2018-12-26,86679,"DE","AC 999.99",2019-10-30,36,2018-12-26,2020-09-18,1
"369",2018-12-27,99134,"DPV","",2019-11-06,43,2018-12-27,2021-07-31,1
"370",2018-12-27,134070,"CS","215.50",2020-02-10,34,2018-12-27,2022-02-10,1
"371",2018-12-27,20196580,"DE","140.25",2020-03-24,32,2018-12-27,2023-01-07,1
"372",2018-12-27,20198009,"CS","215.50",2019-10-24,28,2018-12-27,2022-10-27,1
"373",2018-12-28,27438,"DE","140.20",2019-10-16,42,2018-12-28,2021-01-31,1
"374",2018-12-28,20011133,"SSR","110-120.05",2021-04-15,33,2018-12-28,2022-12-08,1
"375",2018-12-29,1804,"DE","160.15",2020-01-29,51,2018-12-29,2020-03-16,1
"376",2018-12-29,58413,"CS","165.05",2020-01-08,38,2018-12-29,2022-04-24,1
"377",2018-12-29,20179051,"CS","215.50",2020-04-16,48,2018-12-29,2021-02-18,1
"378",2018-12-29,20186021,"SSR","",2020-03-15,58,2018-12-29,2021-09-30,1
"379",2018-12-30,49006,"SSR","",2019-11-22,36,2018-12-30,2021-09-13,1
"380",2018-12-30,20169063,"DE","120.00",2020-01-17,22,2018-12-30,2020-12-15,1
"381",2018-12-31,12486,"DE","140.25",2020-01-18,52,2018-12-31,2020-04-26,1
"382",2018-12-31,20170824,"DE","140.25",2019-12-31,20,2018-12-31,2020-02-03,1
"383",2019-01-01,104053,"DE","155.35",2019-12-31,48,2019-01-01,2020-08-19,1
"384",2019-01-02,36484,"DPV","",2020-01-02,55,2019-01-02,2021-07-01,1
"385",2019-01-02,49582,"SSR","140.30",2021-11-23,36,2019-01-02,2022-03-14,1
"386",2019-01-02,20025090,"SSR","",2019-11-07,26,2019-01-02,2020-11-29,1
"387",2019-01-02,20201009,"DE","125.25",2021-03-09,39,2019-01-02,2021-06-23,1
"388",2019-01-03,20192017,"DE","150.15",2020-01-07,36,2019-01-03,2022-03-29,1
"389",2019-01-03,20201026,"DE","130.65",2020-01-11,31,2019-01-03,2022-05-20,1
"390",2019-01-03,20201043,"DE","160.15",2020-03-07,25,2019-01-03,2021-12-06,1
"391",2019-01-04,20055155,"DE","215.51",2021-06-12,40,2019-01-04,2022-11-10,1
"392",2019-01-04,20092342,"DE","",2020-07-04,26,2019-01-04,2021-02-14,1
"393",2019-01-04,20103886,"CS","140.25",2019-11-23,23,2019-01-04,2022-09-06,1
"394",2019-01-05,20201100,"DE","140.25",2019-12-24,36,2019-01-05,2022-11-01,1
"395",2019-01-07,12262,"DE","265.02",2019-11-14,32,2019-01-07,2020-03-18,1
"396",2019-01-07,37066,"DE","110-150.15",2020-06-16,30,2019-01-07,2020-12-28,1
"397",2019-01-08,26477,"SSR","",2021-08-12,39,2019-01-08,2022-12-16,1
"398",2019-01-08,20023136,"DEP","AC 000.00",2020-06-12,28,2019-01-08,2021-09-07,1
"399",2019-01-08,20175786,"CS","",2020-04-07,20,2019-01-08,2022-05-27,1
"400",2019-01-09,12053,"DE","140.25",2020-03-26,62,2019-01-09,2021-05-25,1
"401",2019-01-09,121189,"DE","160.15",2020-04-08,42,2019-01-09,2021-09-03,1
"402",2019-01-09,154583,"DPV","",2019-11-08,56,2019-01-09,2020-04-28,1
"403",2019-01-09,20067560,"DE","125.25",2019-11-20,38,2019-01-09,2020-04-16,1
"404",2019-01-09,20153235,"DE","AC 000.00",2020-01-29,27,2019-01-09,2023-01-07,1
"405",2019-01-09,20159211,"CS","120.05",2019-10-18,20,2019-01-09,2019-10-17,1
"406",2019-01-09,20195222,"SSR","",2021-12-06,20,2019-01-09,2022-07-07,1
"407",2019-01-10,20139563,"SSR","",2020-02-28,22,2019-01-10,2021-08-15,1
"408",2019-01-10,20151740,"CS","155.25",2020-03-27,43,2019-01-10,2020-06-23,1
"409",2019-01-10,20191722,"SSR","",2020-02-13,23,2019-01-10,2022-10-07,1
"410",2019-01-11,20194280,"DE","",2020-02-05,52,2019-01-11,2022-04-01,1
"411",2019-01-12,20201266,"DE","125.20",2022-08-26,21,2019-01-12,2022-09-15,1
"412",2019-01-13,17491,"DE","220.39",2019-10-30,42,2019-01-13,2021-12-30,1
"413",2019-01-14,21771,"DE","170.10",2019-12-12,31,2019-01-14,2021-05-26,1
"414",2019-01-14,136543,"DE","140.20",2019-11-22,33,2019-01-14,2023-01-20,1
"415",2019-01-15,3918,"DE","140.20",2019-12-17,35,2019-01-15,2022-05-03,1
"416",2019-01-15,20162946,"CS","160.15",2019-12-20,21,2019-01-15,2022-11-14,1
"417",2019-01-16,59261,"DE","",2020-02-19,33,2019-01-16,2021-11-26,1
"418",2019-01-16,105417,"DE","160.15",2020-04-18,32,2019-01-16,2023-01-10,1
"419",2019-01-16,20199300,"SSR","",2019-11-05,48,2019-01-16,2021-05-14,1
"420",2019-01-17,20201387,"DE","120.10",2020-06-06,48,2019-01-17,2022-02-15,1
"421",2019-01-18,10674,"SSR","",2020-01-28,32,2019-01-18,2021-12-07,1
"422",2019-01-18,71806,"DE","220.43",2019-12-21,57,2019-01-18,2020-02-13,1
"423",2019-01-18,111483,"SSR","",2019-12-20,45,2019-01-18,2021-02-10,1
"424",2019-01-18,20201435,"DE","150.20",2020-05-27,44,2019-01-18,2022-11-15,1
"425",2019-01-18,20201449,"DE","110-160.15",2019-10-16,18,2019-01-18,2022-11-02,1
"426",2019-01-19,128938,"DE","130.65",2022-03-07,40,2019-01-19,2022-05-16,1
"427",2019-01-19,20200004,"DE","140.25",2019-10-12,42,2019-01-19,2022-04-14,1
"428",2019-01-19,20200940,"DE","140.20",2019-11-13,26,2019-01-19,2020-12-19,1
"429",2019-01-20,20138643,"DE","",2020-01-22,37,2019-01-20,2020-01-22,1
"430",2019-01-20,20201483,"DE","265.03",2019-11-20,19,2019-01-20,2021-06-02,1
"431",2019-01-22,20118404,"DE","125.25",2020-06-30,30,2019-01-22,2022-12-21,1
"432",2019-01-23,36390,"DE","160.05",2019-12-19,39,2019-01-23,2020-05-11,1
"433",2019-01-24,20155300,"CS","135.10",2020-01-03,20,2019-01-24,2022-04-29,1
"434",2019-01-24,20178375,"SSR","110-140.25",2020-11-16,23,2019-01-24,2022-07-27,1
"435",2019-01-24,20180816,"DE","160.10",2021-10-18,34,2019-01-24,2023-01-30,1
"436",2019-01-24,20201576,"DEP","140.25",2020-11-26,57,2019-01-24,2022-10-22,1
"437",2019-01-25,139624,"SSR","",2019-11-25,42,2019-01-25,2021-02-26,1
"438",2019-01-25,20201605,"DE","",2020-02-08,25,2019-01-25,2022-10-18,1
"439",2019-01-26,20049826,"DE","",2020-03-26,56,2019-01-26,2022-07-10,1
"440",2019-01-26,20146483,"DE","120.05",2020-04-14,22,2019-01-26,2021-02-09,1
"441",2019-01-26,20201661,"DE","265.02",2020-02-06,36,2019-01-26,2020-02-06,1
"442",2019-01-27,15045,"DE","110-120.05",2019-12-31,39,2019-01-27,2020-10-21,1
"443",2019-01-27,25467,"DE","",2020-01-10,63,2019-01-27,2022-10-06,1
"444",2019-01-28,68270,"SSR","",2019-11-15,37,2019-01-28,2021-05-18,1
"445",2019-01-28,10002568,"DEP","110-120.10",2020-02-19,28,2019-01-28,2020-10-22,1
"446",2019-01-28,20161616,"CS","140.20",2019-10-29,20,2019-01-28,2021-06-03,1
"447",2019-01-29,10004306,"DE","160.15",2020-02-10,41,2019-01-29,2022-05-07,1
"448",2019-01-29,20201211,"SSR","",2020-10-01,22,2019-01-29,2022-12-03,1
"449",2019-01-30,99806,"DE","",2021-06-10,31,2019-01-30,2022-06-25,1
"450",2019-01-30,20179401,"CSP","170.20",2019-10-12,53,2019-01-30,2021-04-07,1
"451",2019-01-31,170743,"DE","160.15",2020-02-07,31,2019-01-31,2020-07-16,1
"452",2019-01-31,20046977,"DE","110-125.25",2020-08-07,27,2019-01-31,2020-11-14,1
"453",2019-01-31,20175239,"DE","140.20",2020-01-28,21,2019-01-31,2022-08-26,1
"454",2019-02-01,15642,"SSR","",2019-12-06,36,2019-02-01,2020-01-02,1
"455",2019-02-02,20039765,"DE","120.05",2019-11-05,27,2019-02-02,2021-12-16,1
"456",2019-02-03,153446,"DPV","",2019-11-11,32,2019-02-03,2020-04-10,1
"457",2019-02-03,20156382,"SSR","",2019-10-10,21,2019-02-03,2021-02-06,1
"458",2019-02-05,20201915,"DE","120.05",2020-04-23,18,2019-02-05,2020-06-23,1
"459",2019-02-06,123490,"DE","120.10",2020-09-22,34,2019-02-06,2021-02-10,1
"460",2019-02-06,20189033,"SSR","",2020-03-02,19,2019-02-06,2022-08-03,1
"461",2019-02-06,20190622,"DE","265.03",2020-01-30,19,2019-02-06,2020-09-12,1
"462",2019-02-07,74853,"DE","110-120.10",2019-12-03,52,2019-02-07,2021-02-02,1
"463",2019-02-07,130675,"DE","155.30",2020-04-07,49,2019-02-07,2022-05-16,1
"464",2019-02-07,20095615,"CS","140.20",2019-12-13,24,2019-02-07,2022-10-14,1
"465",2019-02-07,20147467,"DE","215.51",2019-11-23,27,2019-02-07,2022-02-07,1
"466",2019-02-07,20196557,"SSR","160.10",2019-10-10,18,2019-02-07,2021-02-22,1
"467",2019-02-08,25690,"DE","205.65",2019-12-19,34,2019-02-08,2021-06-10,1
"468",2019-02-08,36374,"DE","",2019-10-11,41,2019-02-08,2022-05-14,1
"469",2019-02-08,20056490,"DPV","",2019-12-26,27,2019-02-08,2021-10-21,1
"470",2019-02-08,20090417,"DE","140.25",2019-10-24,26,2019-02-08,2022-07-22,1
"471",2019-02-08,20118714,"DE","105.17",2020-11-06,23,2019-02-08,2022-08-08,1
"472",2019-02-09,20164846,"SSR","",2020-10-05,20,2019-02-09,2022-06-22,1
"473",2019-02-09,20168184,"SSR","",2021-08-02,26,2019-02-09,2023-01-23,1
"474",2019-02-10,93932,"DE","220.39",2020-04-02,60,2019-02-10,2020-10-19,1
"475",2019-02-11,20067507,"DE","125.25",2020-08-26,56,2019-02-11,2022-07-07,1
"476",2019-02-11,20117184,"CS","155.25",2020-03-26,39,2019-02-11,2022-11-12,1
"477",2019-02-12,49115,"CS","110-140.20",2019-10-11,57,2019-02-12,2023-02-02,1
"478",2019-02-12,79072,"DE","220.16",2020-09-03,41,2019-02-12,2023-01-03,1
"479",2019-02-12,20105828,"CS","220.03",2019-10-11,23,2019-02-12,2021-10-27,1
"480",2019-02-12,20141379,"SSR","",2020-11-23,22,2019-02-12,2022-08-29,1
"481",2019-02-13,49598,"DE","155.30",2019-12-12,36,2019-02-13,2023-02-01,1
"482",2019-02-13,20049199,"DE","",2019-10-12,32,2019-02-13,2022-04-24,1
"483",2019-02-14,20037065,"CS","160.05",2019-10-18,30,2019-02-14,2020-11-14,1
"484",2019-02-14,20202149,"DE","165.15",2019-11-13,21,2019-02-14,2021-10-07,1
"485",2019-02-14,20202150,"SSR","",2021-05-20,21,2019-02-14,2022-10-06,1
"486",2019-02-15,40276,"CS","121.11",2019-10-11,43,2019-02-15,2022-06-27,1
"487",2019-02-15,10000389,"DE","160.15",2020-02-14,29,2019-02-15,2022-12-19,1
"488",2019-02-15,20167218,"SSR","",2019-10-17,29,2019-02-15,2022-03-03,1
"489",2019-02-15,20202216,"DE","140.25",2019-12-11,35,2019-02-15,2022-11-09,1
"490",2019-02-15,20202219,"SSR","",2019-10-24,20,2019-02-15,2020-06-23,1
"491",2019-02-16,148430,"DPV","",2020-01-09,35,2019-02-16,2020-06-12,1
"492",2019-02-16,20013329,"DE","",2019-12-21,33,2019-02-16,2022-12-11,1
"493",2019-02-16,20039032,"DE","220.16",2019-10-12,27,2019-02-16,2021-07-04,1
"494",2019-02-16,20189625,"SSR","",2019-12-09,19,2019-02-16,2021-05-07,1
"495",2019-02-16,20202224,"DE","160.15",2020-11-20,24,2019-02-16,2021-07-19,1
"496",2019-02-17,10562,"SSR","",2020-03-03,52,2019-02-17,2022-09-16,1
"497",2019-02-17,20054109,"DE","110-140.30",2020-12-02,34,2019-02-17,2021-02-18,1
"498",2019-02-17,20081698,"DE","110-125.25",2020-07-11,26,2019-02-17,2020-10-26,1
"499",2019-02-17,20197602,"DE","110-120.10",2020-03-15,18,2019-02-17,2020-05-05,1
"500",2019-02-18,26758,"DPV","240.20",2019-11-16,48,2019-02-18,2021-01-26,1
"501",2019-02-18,20183988,"SSR","",2021-03-30,20,2019-02-18,2022-12-07,1
"502",2019-02-19,132921,"DE","140.25",2019-10-18,36,2019-02-19,2020-10-26,1
"503",2019-02-19,160486,"DE","110-160.10",2020-03-26,35,2019-02-19,2021-10-27,1
"504",2019-02-19,20193366,"CS","160.10",2019-10-10,19,2019-02-19,2020-01-17,1
"505",2019-02-19,20202304,"DE","155.35",2020-01-14,29,2019-02-19,2020-01-21,1
"506",2019-02-20,84079,"CS","215.50",2019-10-19,30,2019-02-20,2020-11-05,1
"507",2019-02-20,20166421,"DE","160.15",2019-10-10,23,2019-02-20,2022-11-29,1
"508",2019-02-20,20202333,"DE","130.30",2021-02-23,47,2019-02-20,2021-06-02,1
"509",2019-02-21,5283,"CS","140.20",2019-10-22,40,2019-02-21,2022-01-05,1
"510",2019-02-21,162948,"DE","130.96",2021-01-15,36,2019-02-21,2022-03-08,1
"511",2019-02-21,20004775,"SSR","",2021-02-10,29,2019-02-21,2021-08-19,1
"512",2019-02-22,12450,"CS","155.25",2019-10-18,49,2019-02-22,2022-04-25,1
"513",2019-02-22,54617,"CS","155.25",2019-10-23,58,2019-02-22,2019-11-07,1
"514",2019-02-22,74567,"CS","155.25",2019-10-22,48,2019-02-22,2023-01-28,1
"515",2019-02-22,20073667,"SSR","",2019-12-05,37,2019-02-22,2022-10-15,1
"516",2019-02-22,20144144,"CS","215.52",2019-10-12,48,2019-02-22,2019-10-12,1
"517",2019-02-22,20144238,"DE","168-T",2020-02-26,56,2019-02-22,2021-01-29,1
"518",2019-02-22,20187741,"DE","130.65",2019-12-30,30,2019-02-22,2022-11-23,1
"519",2019-02-23,20025750,"DE","",2020-10-02,28,2019-02-23,2021-02-01,1
"520",2019-02-23,20202392,"DE","110-130.35",2019-10-24,38,2019-02-23,2020-01-06,1
"521",2019-02-24,118754,"CS","",2019-10-24,28,2019-02-24,2020-02-18,1
"522",2019-02-24,20010247,"DE","215.52",2020-07-15,29,2019-02-24,2021-10-01,1
"523",2019-02-24,20202418,"CS","",2019-10-24,22,2019-02-24,2022-11-17,1
"524",2019-02-25,20088683,"DE","265.03",2021-05-04,24,2019-02-25,2022-02-10,1
"525",2019-02-25,20197313,"DE","120.05",2022-05-16,38,2019-02-25,2022-11-14,1
"526",2019-02-26,45401,"DPV","",2020-01-22,44,2019-02-26,2020-10-23,1
"527",2019-02-26,20007514,"SSR","",2019-11-20,34,2019-02-26,2021-03-07,1
"528",2019-02-26,20194595,"DE","120.05",2019-12-06,20,2019-02-26,2020-12-22,1
"529",2019-02-26,20202447,"DE","155.40",2019-12-12,62,2019-02-26,2020-01-21,1
"530",2019-02-27,118509,"CS","165.40",2019-10-24,39,2019-02-27,2019-12-09,1
"531",2019-02-27,20149917,"SSR","",2020-01-09,21,2019-02-27,2022-12-06,1
"532",2019-02-27,20199397,"DE","160.15",2019-12-06,19,2019-02-27,2022-09-25,1
"533",2019-02-28,20184341,"DE","",2020-06-10,31,2019-02-28,2021-10-27,1
"534",2019-02-28,20202507,"DE","160.05",2019-10-29,18,2019-02-28,2023-01-17,1
"535",2019-03-02,20141076,"CSP","170.20",2019-10-30,25,2019-03-02,2019-10-30,1
"536",2019-03-02,20157764,"DE","160.10",2019-10-17,27,2019-03-02,2021-01-11,1
"537",2019-03-02,20182488,"SSR","",2020-01-30,25,2019-03-02,2022-10-17,1
"538",2019-03-02,20185596,"DE","140.25",2019-12-07,31,2019-03-02,2020-09-30,1
"539",2019-03-03,9916,"DPV","",2019-12-10,51,2019-03-03,2020-03-13,1
"540",2019-03-03,41987,"DPV","",2020-01-22,32,2019-03-03,2022-05-18,1
"541",2019-03-03,96816,"DE","160.15",2019-11-02,32,2019-03-03,2020-10-08,1
"542",2019-03-03,161496,"DE","140.30",2020-03-15,36,2019-03-03,2021-07-26,1
"543",2019-03-04,10886,"DE","220.39",2019-11-08,36,2019-03-04,2020-02-18,1
"544",2019-03-04,126014,"SSR","215.51",2020-08-20,30,2019-03-04,2022-10-07,1
"545",2019-03-04,20157271,"CS","160.10",2019-11-28,20,2019-03-04,2020-08-29,1
"546",2019-03-05,20117104,"DE","215.51",2019-11-21,49,2019-03-05,2020-10-26,1
"547",2019-03-05,20154307,"DE","140.25",2019-12-20,20,2019-03-05,2022-07-08,1
"548",2019-03-06,66243,"DE","121.11",2020-03-15,30,2019-03-06,2021-12-10,1
"549",2019-03-06,67739,"CS","155.25",2020-03-03,41,2019-03-06,2022-05-22,1
"550",2019-03-06,20164180,"SSR","",2020-02-11,20,2019-03-06,2021-10-01,1
"551",2019-03-06,20174166,"DE","110-125.25",2020-03-05,23,2019-03-06,2022-03-22,1
"552",2019-03-06,20182984,"DE","140.25",2019-11-23,19,2019-03-06,2022-03-15,1
"553",2019-03-06,20190670,"DE","",2019-10-30,23,2019-03-06,2023-01-09,1
"554",2019-03-06,20202635,"DE","",2020-02-06,44,2019-03-06,2020-02-06,1
"555",2019-03-07,11638,"DE","220.43",2019-11-15,47,2019-03-07,2022-01-04,1
"556",2019-03-07,62293,"DE","140.25",2020-12-22,36,2019-03-07,2022-04-18,1
"557",2019-03-07,88710,"DE","220.21",2019-11-15,35,2019-03-07,2022-01-04,1
"558",2019-03-07,164853,"DE","220.21",2019-11-15,43,2019-03-07,2021-07-19,1
"559",2019-03-07,164854,"DE","220.21",2019-11-15,43,2019-03-07,2022-01-04,1
"560",2019-03-07,170295,"DE","",2019-11-15,37,2019-03-07,2021-10-19,1
"561",2019-03-07,20139728,"SSR","",2019-12-30,42,2019-03-07,2021-06-19,1
"562",2019-03-07,20144177,"DE","110-120.10",2021-10-18,33,2019-03-07,2023-01-07,1
"563",2019-03-07,20202666,"DE","220.43",2019-11-15,36,2019-03-07,2020-01-16,1
"564",2019-03-08,20144576,"DPV","",2020-01-31,21,2019-03-08,2022-01-04,1
"565",2019-03-08,20166512,"DE","110-125.25",2020-04-18,21,2019-03-08,2022-05-02,1
"566",2019-03-09,75560,"SSR","",2020-02-20,38,2019-03-09,2022-11-11,1
"567",2019-03-09,20071628,"DE","140.25",2019-12-13,35,2019-03-09,2019-12-31,1
"568",2019-03-09,20129412,"DE","160.15",2021-10-19,24,2019-03-09,2021-12-06,1
"569",2019-03-09,20202704,"DE","160.15",2020-04-22,27,2019-03-09,2020-11-24,1
"570",2019-03-10,30931,"DNS","",2019-10-24,38,2019-03-10,2021-08-25,1
"571",2019-03-10,20171906,"CS","265.01",2020-03-26,22,2019-03-10,2022-11-14,1
"572",2019-03-10,20202721,"DE","220.06",2019-12-17,47,2019-03-10,2020-12-10,1
"573",2019-03-11,77733,"DE","120.05",2020-03-15,38,2019-03-11,2022-12-11,1
"574",2019-03-12,24260,"DE","140.25",2020-04-23,36,2019-03-12,2022-04-26,1
"575",2019-03-12,48080,"DE","215.51",2019-12-20,35,2019-03-12,2023-01-23,1
"576",2019-03-12,20027520,"DE","120.10",2020-01-18,26,2019-03-12,2021-10-05,1
"577",2019-03-12,20103568,"DE","160.15",2021-06-04,26,2019-03-12,2022-10-20,1
"578",2019-03-13,141364,"DE","CO",2019-12-31,33,2019-03-13,2021-07-26,1
"579",2019-03-13,20156769,"CS","260.10",2019-12-05,41,2019-03-13,2020-11-10,1
"580",2019-03-14,15838,"SSR","",2020-08-04,47,2019-03-14,2022-10-25,1
"581",2019-03-14,10005163,"DEP","160.15",2020-03-15,28,2019-03-14,2022-08-15,1
"582",2019-03-14,20080204,"DE","120.10",2020-09-12,50,2019-03-14,2021-11-24,1
"583",2019-03-14,20091318,"DE","140.25",2019-12-21,32,2019-03-14,2020-01-10,1
"584",2019-03-14,20202048,"DE","110-125.25",2019-12-25,30,2019-03-14,2021-05-18,1
"585",2019-03-14,20202853,"CS","240.32",2020-02-14,30,2019-03-14,2021-01-02,1
"586",2019-03-15,25650,"DPV","",2019-10-24,45,2019-03-15,2022-09-10,1
"587",2019-03-15,83594,"DE","140.20",2019-12-31,40,2019-03-15,2021-12-22,1
"588",2019-03-15,88612,"DEP","140.25",2020-01-22,54,2019-03-15,2021-07-18,1
"589",2019-03-15,20202880,"SSR","",2020-08-20,18,2019-03-15,2022-11-17,1
"590",2019-03-16,20184326,"DE","110-140.25",2021-08-03,29,2019-03-16,2022-04-04,1
"591",2019-03-16,20198783,"DE","110-160.15",2019-11-08,24,2019-03-16,2022-09-13,1
"592",2019-03-17,20104731,"DE","160.10",2019-11-26,23,2019-03-17,2020-11-05,1
"593",2019-03-17,20142053,"CS","110-125.25",2019-12-02,29,2019-03-17,2019-12-02,1
