"","inmateid","release_date_approx","order_adm_times"
"20717",20183440,"2021-11-02",2
"20718",20192264,"2021-11-02",1
"20719",20216152,"2021-11-16",1
"20720",13217,"2022-02-25",3
"20721",69304,"2021-11-22",4
"20722",82336,"2022-01-03",4
"20723",117303,"2021-11-30",2
"20724",170065,"2021-11-16",1
"20725",20044096,"2021-11-05",3
"20726",20074884,"2022-04-25",4
"20727",20087982,"2021-11-02",2
"20728",20117722,"2022-03-14",2
"20729",20169642,"2021-12-17",2
"20730",20194885,"2022-06-23",3
"20731",20199522,"2021-11-16",2
"20732",20199697,"2022-04-05",2
"20733",20204282,"2022-08-09",3
"20734",20207149,"2022-01-05",2
"20735",20210899,"2021-11-02",3
"20736",20212758,"2022-01-14",2
"20737",20214477,"2021-11-02",3
"20738",4789,"2022-01-14",2
"20739",26154,"2021-11-05",4
"20740",32525,"2022-09-19",2
"20741",41757,"2021-12-13",2
"20742",63854,"2021-11-03",3
"20743",122612,"2023-02-10",3
"20744",146954,"2022-05-09",4
"20745",10004242,"2022-08-10",3
"20746",20009785,"2021-11-05",3
"20747",20031786,"2021-11-23",4
"20748",20106863,"2021-11-22",2
"20749",20119422,"2021-11-16",2
"20750",20127648,"2022-04-27",2
"20751",20137554,"2022-04-14",4
"20752",20175239,"2021-11-02",5
"20753",20181033,"2022-01-14",2
"20754",20181675,"2022-03-11",2
"20755",20202623,"2022-06-23",2
"20756",20211209,"2022-04-25",3
"20757",20211995,"2021-11-03",4
"20758",12121,"2021-11-16",3
"20759",30351,"2022-06-28",1
"20760",44170,"2021-12-10",2
"20761",51178,"2021-11-16",2
"20762",102659,"2021-11-19",2
"20763",125642,"2021-11-16",3
"20764",136271,"2021-11-02",1
"20765",149887,"2022-01-14",2
"20766",160486,"2021-11-16",3
"20767",20011055,"2021-12-06",2
"20768",20025763,"2021-11-16",2
"20769",20029803,"2021-11-19",2
"20770",20053172,"2021-11-03",2
"20771",20055938,"2022-01-14",2
"20772",20105828,"2021-11-03",3
"20773",20107467,"2022-02-10",2
"20774",20128121,"2022-01-14",5
"20775",20128725,"2021-11-03",1
"20776",20134453,"2022-05-09",3
"20777",20140497,"2021-11-16",4
"20778",20159824,"2021-11-30",2
"20779",20184341,"2021-11-17",4
"20780",20192017,"2022-02-23",3
"20781",20193041,"2021-11-16",3
"20782",20210860,"2022-02-11",3
"20783",20216172,"2021-11-02",1
"20784",20216177,"2021-11-17",1
"20785",6986,"2022-10-18",4
"20786",7895,"2021-12-29",3
"20787",59750,"2021-11-16",1
"20788",88637,"2022-06-27",1
"20789",93249,"2021-12-28",4
"20790",20043138,"2022-02-11",5
"20791",20049577,"2022-02-24",2
"20792",20061001,"2021-11-16",1
"20793",20071054,"2022-05-13",2
"20794",20078283,"2021-11-16",2
"20795",20097159,"2021-11-16",3
"20796",20122934,"2021-11-30",2
"20797",20141379,"2022-04-07",3
"20798",20156043,"2023-02-10",3
"20799",20157309,"2021-11-16",2
"20800",20170914,"2022-08-01",2
"20801",20175239,"2021-11-17",6
"20802",20182508,"2022-04-26",1
"20803",20188903,"2022-03-22",2
"20804",20194658,"2022-03-24",3
"20805",20194758,"2022-06-16",2
"20806",20195027,"2021-11-05",3
"20807",10429,"2021-12-01",3
"20808",58273,"2021-11-17",1
"20809",77666,"2021-11-16",2
"20810",81960,"2022-02-15",4
"20811",94080,"2021-11-16",3
"20812",105131,"2021-11-05",2
"20813",163064,"2021-11-30",3
"20814",20021665,"2021-11-30",1
"20815",20085250,"2021-11-05",2
"20816",20094114,"2021-11-05",5
"20817",20098718,"2021-11-29",5
"20818",20100544,"2021-12-09",4
"20819",20124872,"2021-12-03",3
"20820",20135877,"2021-11-22",3
"20821",20141786,"2023-02-10",3
"20822",20162511,"2021-11-19",1
"20823",20170255,"2022-06-27",3
"20824",20190264,"2023-02-10",3
"20825",20193602,"2021-11-03",2
"20826",20196694,"2021-12-07",3
"20827",20205056,"2022-02-24",2
"20828",20213537,"2021-11-03",2
"20829",20216097,"2022-01-14",2
"20830",20216128,"2022-03-28",2
"20831",20216193,"2021-11-03",1
"20832",20216204,"2021-11-16",1
"20833",1977,"2021-11-05",3
"20834",7484,"2022-08-06",2
"20835",18111,"2021-12-02",4
"20836",34877,"2021-11-05",2
"20837",55095,"2022-07-27",2
"20838",91157,"2022-03-28",2
"20839",140974,"2021-12-16",4
"20840",20012467,"2021-11-29",3
"20841",20037374,"2022-04-04",2
"20842",20100666,"2021-11-03",2
"20843",20165812,"2021-11-16",2
"20844",20180261,"2022-05-13",2
"20845",20199867,"2021-12-19",1
"20846",20214515,"2022-04-28",1
"20847",20216207,"2021-11-05",1
"20848",11328,"2022-03-10",2
"20849",20027209,"2023-02-10",4
"20850",20047007,"2021-12-15",4
"20851",20057057,"2022-02-10",2
"20852",20160440,"2021-12-01",4
"20853",20209302,"2023-02-10",2
"20854",20210782,"2021-11-16",3
"20855",20212253,"2022-10-14",4
"20856",25470,"2022-07-22",3
"20857",104525,"2021-11-16",1
"20858",161509,"2021-11-30",3
"20859",168239,"2021-11-05",3
"20860",20051207,"2021-12-01",2
"20861",20086809,"2021-11-05",1
"20862",20136763,"2021-12-01",2
"20863",20139878,"2022-02-24",5
"20864",20184738,"2021-12-06",3
"20865",20195926,"2022-03-29",2
"20866",20206438,"2022-05-31",2
"20867",20212204,"2022-03-22",3
"20868",20214876,"2021-11-05",2
"20869",20216215,"2021-11-16",1
"20870",20216221,"2021-11-19",1
"20871",11072,"2022-06-06",2
"20872",12806,"2021-12-01",2
"20873",29987,"2021-11-05",2
"20874",41310,"2021-11-05",2
"20875",104008,"2022-04-12",5
"20876",130552,"2021-11-16",5
"20877",148679,"2021-11-16",1
"20878",167265,"2021-12-02",3
"20879",20071601,"2021-11-16",1
"20880",20082630,"2021-11-16",1
"20881",20122828,"2021-11-16",2
"20882",20135273,"2021-11-16",1
"20883",20140716,"2022-11-04",3
"20884",20141222,"2022-01-14",3
"20885",20170391,"2022-08-04",3
"20886",20186899,"2021-11-16",3
"20887",20211055,"2021-11-05",2
"20888",20211510,"2021-12-02",2
"20889",19654,"2022-03-25",4
"20890",70532,"2021-11-22",2
"20891",76560,"2021-12-16",1
"20892",121655,"2023-02-10",2
"20893",165613,"2021-12-03",1
"20894",20051747,"2021-11-16",2
"20895",20054983,"2022-03-09",5
"20896",20080875,"2021-11-22",2
"20897",20085009,"2022-01-14",3
"20898",20128357,"2022-01-14",2
"20899",20130309,"2022-04-25",2
"20900",20167107,"2022-07-08",3
"20901",20183260,"2021-11-16",2
"20902",20196519,"2021-11-16",3
"20903",20196615,"2021-12-29",1
"20904",20196715,"2021-11-17",3
"20905",20197172,"2021-12-17",2
"20906",20206060,"2023-02-10",3
"20907",20207776,"2021-12-17",2
"20908",20209766,"2022-01-14",2
"20909",20211337,"2022-02-24",3
"20910",20211338,"2022-03-28",2
"20911",20212977,"2021-11-16",2
"20912",20213158,"2021-11-30",2
"20913",20213869,"2022-03-07",1
"20914",20213901,"2021-11-16",2
"20915",20216245,"2021-11-16",1
"20916",1271,"2021-12-29",1
"20917",1303,"2023-02-10",2
"20918",8046,"2021-11-16",3
"20919",13955,"2021-12-27",5
"20920",21255,"2021-12-01",3
"20921",35705,"2022-06-30",2
"20922",78923,"2022-01-13",2
"20923",89321,"2022-03-07",2
"20924",136271,"2021-11-16",2
"20925",20022601,"2021-11-16",3
"20926",20041773,"2022-01-14",2
"20927",20048841,"2021-12-23",3
"20928",20099775,"2021-11-16",2
"20929",20116850,"2021-12-08",3
"20930",20170765,"2021-11-16",1
"20931",20189618,"2022-06-15",3
"20932",20193015,"2023-02-10",4
"20933",20213744,"2021-12-02",2
"20934",20216251,"2021-11-16",1
"20935",20216262,"2022-09-09",1
"20936",40193,"2022-01-14",2
"20937",64713,"2021-12-09",1
"20938",66585,"2021-11-16",3
"20939",131130,"2022-01-14",4
"20940",20026002,"2021-12-09",1
"20941",20047417,"2021-11-16",3
"20942",20051995,"2021-12-09",3
"20943",20194652,"2021-11-22",1
"20944",20195088,"2022-01-14",1
"20945",20209247,"2021-11-29",2
"20946",20213574,"2023-02-10",3
"20947",20214141,"2023-01-25",2
"20948",20216269,"2021-11-16",1
"20949",20216276,"2021-11-19",1
"20950",55231,"2022-01-14",2
"20951",56467,"2022-04-15",4
"20952",85774,"2021-11-30",3
"20953",117791,"2023-02-10",2
"20954",10015078,"2021-11-17",2
"20955",20034657,"2021-12-09",3
"20956",20091092,"2023-02-10",2
"20957",20152860,"2023-02-10",2
"20958",20182851,"2021-12-09",2
"20959",20191895,"2021-12-10",1
"20960",20192489,"2021-11-24",3
"20961",20209746,"2023-02-10",3
"20962",20216288,"2021-12-06",1
"20963",792,"2021-12-19",1
"20964",6500,"2022-07-11",1
"20965",27256,"2021-12-23",3
"20966",117082,"2022-06-08",1
"20967",149039,"2021-12-14",1
"20968",156901,"2022-02-15",2
"20969",20048247,"2023-02-10",3
"20970",20069600,"2021-12-09",3
"20971",20101308,"2021-12-09",4
"20972",20103493,"2022-03-07",1
"20973",20143313,"2022-07-14",2
"20974",20161896,"2022-01-14",2
"20975",20165674,"2022-01-03",2
"20976",20216305,"2022-02-17",1
"20977",5192,"2022-04-07",2
"20978",6175,"2023-02-10",2
"20979",20868,"2023-02-10",4
"20980",56287,"2022-01-14",3
"20981",63636,"2022-03-08",3
"20982",124608,"2022-06-08",2
"20983",125243,"2022-03-11",2
"20984",20005711,"2022-01-14",6
"20985",20021981,"2022-07-05",2
"20986",20023395,"2021-11-19",3
"20987",20042200,"2023-02-10",3
"20988",20061850,"2021-12-09",3
"20989",20080567,"2022-01-14",1
"20990",20103809,"2022-04-26",1
"20991",20143876,"2022-01-14",2
"20992",20159875,"2021-12-15",5
"20993",20179795,"2021-12-22",5
"20994",20180220,"2022-03-09",2
"20995",20193448,"2022-06-16",2
"20996",20201000,"2022-06-28",2
"20997",20205677,"2022-01-14",2
"20998",20207803,"2021-11-30",2
"20999",20211995,"2022-07-05",5
"21000",20212176,"2022-04-15",2
"21001",20213592,"2021-12-16",2
"21002",20213734,"2023-02-08",2
"21003",20213913,"2022-04-07",2
"21004",20216317,"2022-03-09",1
"21005",2001,"2021-12-13",2
"21006",13102,"2021-12-10",2
"21007",16847,"2022-06-15",5
"21008",34751,"2021-12-10",2
"21009",54634,"2021-11-19",1
"21010",55166,"2021-12-09",1
"21011",76930,"2022-05-12",2
"21012",83179,"2021-12-09",3
"21013",90419,"2022-02-17",3
"21014",136353,"2021-12-09",5
"21015",20047116,"2021-12-17",2
"21016",20065043,"2023-02-10",2
"21017",20081321,"2022-04-21",4
"21018",20083773,"2021-12-01",3
"21019",20094675,"2022-01-14",4
"21020",20114175,"2021-12-28",2
"21021",20196005,"2021-12-13",2
"21022",20196994,"2021-12-01",2
"21023",20205801,"2022-05-26",2
"21024",20210957,"2022-05-20",2
"21025",20212336,"2021-12-15",2
"21026",20214404,"2021-11-23",2
"21027",11376,"2021-12-13",3
"21028",11573,"2022-06-02",5
"21029",24435,"2022-02-10",2
"21030",29538,"2023-02-10",3
"21031",48200,"2022-05-06",3
"21032",53635,"2022-01-14",2
"21033",54925,"2022-12-29",3
"21034",55028,"2021-12-14",2
"21035",62541,"2021-12-03",2
"21036",134291,"2022-04-22",1
"21037",20010026,"2021-11-19",2
"21038",20026967,"2021-11-29",3
"21039",20027940,"2022-01-13",3
"21040",20050168,"2021-11-30",1
"21041",20058863,"2021-12-28",2
"21042",20082634,"2023-02-10",4
"21043",20127662,"2022-02-22",4
"21044",20147931,"2021-11-29",1
"21045",20199865,"2022-04-15",2
"21046",20208596,"2023-02-10",5
"21047",20211761,"2021-12-21",3
"21048",20214234,"2021-11-29",2
"21049",20216337,"2022-04-27",1
"21050",2265,"2021-11-22",2
"21051",22638,"2022-01-14",2
"21052",41543,"2022-07-11",4
"21053",106287,"2021-12-13",3
"21054",20042627,"2022-04-19",2
"21055",20139556,"2022-08-09",3
"21056",20139657,"2021-11-29",1
"21057",20160258,"2023-01-12",2
"21058",20196989,"2022-02-14",5
"21059",20201276,"2021-12-01",2
"21060",20205205,"2023-02-10",2
"21061",20211186,"2023-02-10",2
"21062",20212409,"2021-11-17",3
"21063",20213840,"2021-11-22",3
"21064",20216354,"2022-01-14",1
"21065",20216355,"2021-11-22",1
"21066",20216359,"2022-04-12",1
"21067",1550,"2021-11-19",3
"21068",1824,"2023-02-10",4
"21069",3315,"2023-02-10",4
"21070",12414,"2021-12-17",2
"21071",13914,"2022-01-14",4
"21072",25005,"2021-11-19",1
"21073",96338,"2021-12-14",7
"21074",108497,"2022-12-08",2
"21075",10014967,"2021-11-22",2
"21076",20013918,"2021-11-29",1
"21077",20081898,"2021-12-16",4
"21078",20090739,"2021-12-06",2
"21079",20132707,"2021-11-23",1
"21080",20134617,"2021-11-19",1
"21081",20144369,"2022-03-09",2
"21082",20155848,"2021-11-17",1
"21083",20167850,"2022-05-31",1
"21084",20178729,"2021-11-17",2
"21085",20190002,"2021-11-19",3
"21086",20193152,"2021-11-17",2
"21087",20193305,"2021-11-19",1
"21088",20199141,"2021-12-27",3
"21089",20206552,"2022-11-30",3
"21090",20211618,"2021-11-29",2
"21091",20216363,"2021-11-23",1
"21092",11373,"2022-02-22",2
"21093",39875,"2021-12-15",2
"21094",41527,"2021-11-19",5
"21095",106426,"2022-05-11",2
"21096",20019684,"2022-03-31",1
"21097",20087940,"2022-04-08",3
"21098",20102150,"2021-12-03",2
"21099",20109362,"2022-01-11",1
"21100",20197668,"2022-02-14",2
"21101",20213163,"2022-03-23",2
"21102",20215259,"2022-01-07",2
"21103",20216371,"2021-11-22",1
"21104",20216377,"2021-11-17",1
"21105",3635,"2021-12-15",3
"21106",10146,"2021-11-19",2
"21107",10304,"2022-09-01",2
"21108",12164,"2022-03-01",3
"21109",22945,"2021-11-22",2
"21110",38296,"2022-01-14",3
"21111",151640,"2022-12-13",2
"21112",166583,"2021-11-24",1
"21113",20019532,"2021-11-17",2
"21114",20045141,"2021-12-22",1
"21115",20049540,"2022-03-23",5
"21116",20106372,"2021-12-09",5
"21117",20137288,"2022-03-24",2
"21118",20150139,"2021-12-16",2
"21119",20203223,"2022-03-28",3
"21120",20210431,"2022-03-16",3
"21121",20212711,"2021-11-29",2
"21122",20216387,"2021-12-14",1
"21123",20216390,"2021-12-08",1
"21124",21097,"2021-12-16",2
"21125",52188,"2022-01-14",1
"21126",66088,"2022-03-15",2
"21127",145001,"2021-11-22",2
"21128",154229,"2022-02-16",2
"21129",10008503,"2022-01-12",1
"21130",20059832,"2021-12-23",3
"21131",20110812,"2021-12-02",2
"21132",20123939,"2021-11-17",2
"21133",20127575,"2021-12-10",2
"21134",20179059,"2021-11-17",2
"21135",20192264,"2022-01-14",2
"21136",20214395,"2022-07-05",2
"21137",20216397,"2021-12-03",1
"21138",20216398,"2021-12-13",1
"21139",1633,"2021-11-23",1
"21140",4816,"2021-12-17",1
"21141",8511,"2022-01-05",1
"21142",10875,"2021-11-24",4
"21143",15106,"2022-10-14",2
"21144",83434,"2021-11-23",3
"21145",90398,"2022-03-17",1
"21146",97124,"2021-11-22",1
"21147",148354,"2021-12-21",3
"21148",166681,"2021-12-28",3
"21149",10003128,"2022-07-07",3
"21150",20000554,"2021-11-22",3
"21151",20083137,"2021-12-19",3
"21152",20103608,"2021-12-02",3
"21153",20112946,"2021-12-01",1
"21154",20127628,"2021-11-23",2
"21155",20141900,"2021-11-19",2
"21156",20158625,"2022-06-02",2
"21157",20180628,"2022-04-06",3
"21158",20188421,"2022-02-11",2
"21159",20196331,"2021-11-30",4
"21160",20198940,"2021-12-01",3
"21161",20201418,"2022-01-14",5
"21162",20207273,"2022-05-03",4
"21163",20209635,"2022-01-10",2
"21164",20209837,"2021-12-10",4
"21165",20209984,"2022-04-04",2
"21166",20216406,"2021-12-13",1
"21167",34632,"2022-01-14",2
"21168",45840,"2022-01-14",2
"21169",47711,"2021-11-23",2
"21170",68119,"2022-04-18",3
"21171",106967,"2022-03-07",3
"21172",113358,"2021-12-02",3
"21173",120456,"2022-02-17",2
"21174",132836,"2022-02-18",4
"21175",20019800,"2022-03-29",2
"21176",20020778,"2021-12-02",2
"21177",20096009,"2021-11-29",2
"21178",20114667,"2021-12-16",1
"21179",20120674,"2023-02-10",3
"21180",20187967,"2021-11-23",4
"21181",20205601,"2021-11-22",2
"21182",20212049,"2021-12-13",2
"21183",20213666,"2022-02-18",3
"21184",20214706,"2022-01-14",2
"21185",20215594,"2022-01-10",2
"21186",20215703,"2022-02-10",2
"21187",20216415,"2022-03-17",1
"21188",20216419,"2021-11-22",1
"21189",20216429,"2021-11-22",1
"21190",12216,"2021-12-22",1
"21191",13388,"2022-03-07",2
"21192",20314,"2021-11-23",2
"21193",31766,"2022-01-14",5
"21194",38432,"2021-12-19",3
"21195",45441,"2021-12-06",2
"21196",69217,"2022-02-15",2
"21197",88156,"2021-11-29",2
"21198",105575,"2022-08-02",2
"21199",118469,"2023-02-10",2
"21200",161153,"2021-12-21",4
"21201",10000686,"2023-02-10",2
"21202",20002010,"2021-11-23",2
"21203",20007480,"2021-11-24",2
"21204",20044096,"2021-11-23",4
"21205",20046493,"2022-04-05",2
"21206",20076197,"2021-11-24",5
"21207",20101327,"2022-02-24",4
"21208",20101881,"2021-11-22",2
"21209",20112558,"2021-12-27",2
"21210",20134617,"2021-12-22",2
"21211",20137321,"2023-02-10",3
"21212",20148067,"2022-03-21",3
"21213",20150186,"2023-02-10",2
"21214",20167310,"2023-02-10",2
"21215",20175896,"2021-12-30",2
"21216",20200764,"2022-06-23",2
"21217",20202246,"2022-09-21",4
"21218",20203526,"2022-03-23",2
"21219",20207217,"2021-12-01",2
"21220",20207986,"2023-02-10",3
"21221",20211143,"2022-01-14",2
"21222",20211737,"2021-11-22",2
"21223",20212224,"2022-03-17",5
"21224",20213877,"2022-01-14",2
"21225",20216433,"2021-11-29",1
"21226",20216434,"2021-12-19",1
"21227",20216437,"2021-12-02",1
"21228",20216448,"2021-11-30",1
"21229",2234,"2021-12-03",2
"21230",5518,"2021-12-10",2
"21231",35271,"2021-11-24",1
"21232",155468,"2022-02-25",1
"21233",162289,"2021-12-03",3
"21234",167566,"2021-11-29",1
"21235",20041719,"2021-11-29",1
"21236",20055922,"2021-12-14",1
"21237",20076916,"2021-12-19",3
"21238",20078552,"2021-12-16",3
"21239",20094336,"2022-10-20",2
"21240",20166444,"2021-12-09",5
"21241",20167484,"2021-11-23",2
"21242",20186426,"2021-12-27",2
"21243",20205210,"2021-12-27",1
"21244",20206681,"2021-12-22",2
"21245",20213599,"2021-11-24",1
"21246",20215050,"2023-01-20",2
"21247",20216193,"2022-09-27",2
"21248",20216451,"2021-12-08",1
"21249",20216452,"2021-12-02",1
"21250",20216454,"2021-11-29",1
"21251",20216462,"2021-11-24",1
"21252",20216463,"2022-03-07",1
"21253",20216469,"2021-12-28",1
"21254",16061,"2021-12-02",2
"21255",26481,"2022-01-14",2
"21256",49187,"2022-03-10",4
"21257",80936,"2022-12-20",3
"21258",104049,"2022-02-22",2
"21259",115772,"2022-01-14",3
"21260",20012746,"2021-12-21",1
"21261",20029010,"2022-01-14",2
"21262",20033963,"2023-02-10",3
"21263",20040189,"2023-02-10",2
"21264",20078137,"2021-12-03",1
"21265",20086807,"2022-02-18",1
"21266",20087658,"2022-12-06",2
"21267",20156335,"2022-04-29",2
"21268",20213717,"2022-10-24",2
"21269",20215631,"2021-11-29",2
"21270",20216478,"2021-12-02",1
"21271",20216481,"2022-04-21",1
"21272",6250,"2021-11-24",2
"21273",17629,"2021-12-07",3
"21274",35248,"2021-12-08",1
"21275",122275,"2021-11-23",3
"21276",10005248,"2022-01-14",2
"21277",20048918,"2021-12-23",1
"21278",20095978,"2021-11-23",1
"21279",20137357,"2022-03-07",4
"21280",20154578,"2022-11-17",3
"21281",20175750,"2022-11-04",2
"21282",20207666,"2021-11-29",3
"21283",20213799,"2022-01-14",3
"21284",20216485,"2021-11-24",1
"21285",27820,"2021-11-30",1
"21286",71622,"2022-04-05",3
"21287",79963,"2021-11-29",5
"21288",111673,"2021-12-28",3
"21289",160142,"2022-10-25",3
"21290",20031974,"2022-03-22",1
"21291",20046047,"2022-02-23",3
"21292",20051418,"2022-08-06",5
"21293",20071961,"2022-06-13",2
"21294",20144898,"2021-11-29",2
"21295",20145289,"2021-11-29",6
"21296",20151118,"2021-11-23",2
"21297",20160444,"2022-01-05",1
"21298",20178319,"2021-11-24",1
"21299",20211556,"2022-07-12",3
"21300",20212664,"2021-12-07",2
"21301",20216429,"2021-12-07",2
"21302",8027,"2022-03-07",2
"21303",17944,"2022-04-07",4
"21304",25467,"2022-02-11",2
"21305",33349,"2022-08-01",2
"21306",41395,"2021-11-29",1
"21307",50279,"2021-12-09",3
"21308",61515,"2021-12-27",2
"21309",105131,"2021-11-29",3
"21310",126198,"2022-07-22",3
"21311",153055,"2021-11-30",2
"21312",160480,"2022-06-30",1
"21313",20037795,"2023-02-10",3
"21314",20045434,"2022-04-13",3
"21315",20050556,"2021-12-27",3
"21316",20065434,"2021-12-17",2
"21317",20105426,"2022-07-21",3
"21318",20136119,"2023-02-10",2
"21319",20144545,"2021-12-27",2
"21320",20173983,"2021-12-22",2
"21321",20175950,"2022-12-21",2
"21322",20191609,"2021-12-01",2
"21323",20198201,"2022-04-21",2
"21324",20202646,"2021-11-29",6
"21325",20207820,"2022-04-18",2
"21326",20214611,"2021-11-29",2
"21327",20216502,"2021-11-29",1
"21328",20216507,"2021-11-29",1
"21329",14072,"2021-12-21",3
"21330",60368,"2022-02-24",2
"21331",68221,"2022-01-14",2
"21332",123036,"2022-02-10",2
"21333",133875,"2022-02-17",2
"21334",139903,"2022-04-28",2
"21335",20024633,"2022-03-07",1
"21336",20041957,"2021-12-17",2
"21337",20042552,"2022-04-07",2
"21338",20080204,"2022-06-23",2
"21339",20100826,"2021-12-06",1
"21340",20123842,"2022-02-24",2
"21341",20129410,"2022-06-06",2
"21342",20138480,"2021-11-29",2
"21343",20145596,"2022-05-06",1
"21344",20151934,"2022-01-14",4
"21345",20161464,"2021-12-07",3
"21346",20168283,"2022-01-14",3
"21347",20169070,"2022-11-16",2
"21348",20192176,"2022-03-15",3
"21349",20202481,"2022-01-10",5
"21350",20212492,"2022-04-13",3
"21351",20215106,"2022-09-13",2
"21352",20216510,"2022-08-04",1
"21353",20216516,"2022-02-18",1
"21354",20216524,"2021-12-02",1
"21355",24132,"2021-12-08",2
"21356",29550,"2021-12-16",3
"21357",83873,"2021-12-03",1
"21358",96096,"2021-12-28",1
"21359",20060945,"2022-11-15",3
"21360",20062131,"2022-03-11",3
"21361",20066102,"2021-11-30",1
"21362",20094024,"2022-05-05",2
"21363",20109253,"2021-11-30",2
"21364",20112034,"2021-12-14",2
"21365",20154935,"2021-11-30",2
"21366",50745,"2021-12-09",4
"21367",59261,"2021-12-23",2
"21368",104453,"2021-12-13",2
"21369",20035917,"2022-04-15",2
"21370",20105744,"2022-01-10",2
"21371",20208442,"2022-03-07",3
"21372",20209963,"2022-08-16",2
"21373",20214633,"2022-07-28",5
"21374",20216532,"2022-02-14",1
"21375",20216533,"2022-03-18",1
"21376",20216535,"2021-12-13",1
"21377",20216536,"2022-03-14",1
"21378",26154,"2022-01-14",5
"21379",53423,"2021-12-08",3
"21380",10015317,"2023-01-25",2
"21381",20200941,"2021-12-16",2
"21382",20209947,"2023-02-10",2
"21383",20216542,"2021-12-06",1
"21384",21998,"2021-12-03",2
"21385",26424,"2022-03-28",2
"21386",27931,"2021-12-03",1
"21387",75805,"2022-06-07",4
"21388",87291,"2022-04-26",5
"21389",97053,"2023-01-18",5
"21390",20025625,"2021-12-08",2
"21391",20061325,"2021-12-27",1
"21392",20068410,"2023-01-12",4
"21393",20149996,"2021-12-23",1
"21394",20208084,"2022-04-14",2
"21395",20209270,"2021-12-01",3
"21396",20212870,"2022-01-14",2
"21397",20215327,"2022-08-26",2
"21398",20215690,"2021-12-06",2
"21399",20216546,"2022-02-22",1
"21400",20216548,"2021-12-02",1
"21401",20216549,"2021-11-30",1
"21402",20216556,"2021-12-02",1
"21403",12834,"2022-01-14",1
"21404",13336,"2022-08-02",2
"21405",72839,"2021-12-07",1
"21406",87519,"2021-12-17",2
"21407",130829,"2022-02-23",3
"21408",131944,"2021-12-01",1
"21409",151909,"2022-01-14",1
"21410",157357,"2021-12-07",1
"21411",20151925,"2022-01-14",4
"21412",20172598,"2021-12-27",2
"21413",20207363,"2021-12-23",2
"21414",20214967,"2023-02-10",2
"21415",14302,"2021-12-02",2
"21416",15214,"2022-10-20",2
"21417",15382,"2022-08-04",4
"21418",33183,"2022-07-26",2
"21419",72542,"2022-03-08",3
"21420",73548,"2021-12-16",2
"21421",76530,"2022-05-31",2
"21422",78695,"2022-03-29",2
"21423",10013313,"2023-02-10",3
"21424",20006210,"2022-03-29",3
"21425",20095316,"2021-12-07",1
"21426",20099758,"2023-02-10",2
"21427",20104988,"2021-12-27",2
"21428",20105264,"2022-03-24",2
"21429",20108166,"2022-12-08",3
"21430",20111450,"2021-12-06",1
"21431",20151202,"2022-08-01",2
"21432",20159561,"2022-08-24",4
"21433",20185116,"2023-02-10",4
"21434",20197002,"2021-12-06",2
"21435",20197567,"2023-02-10",3
"21436",20205255,"2021-12-02",3
"21437",20207489,"2021-12-27",2
"21438",20207725,"2022-01-14",2
"21439",20211713,"2022-01-07",2
"21440",20212652,"2022-02-25",2
"21441",20215684,"2022-10-18",2
"21442",20216462,"2021-12-06",2
"21443",20216565,"2022-01-14",1
"21444",20216566,"2022-03-07",1
"21445",20216568,"2021-12-08",1
"21446",20216569,"2022-04-12",1
"21447",52295,"2022-05-10",2
"21448",61797,"2021-12-29",4
"21449",105043,"2022-03-08",3
"21450",115907,"2022-03-25",2
"21451",116871,"2021-12-07",2
"21452",156643,"2022-04-06",1
"21453",10003375,"2022-06-06",2
"21454",20033033,"2022-03-31",2
"21455",20066102,"2021-12-07",2
"21456",20082630,"2021-12-06",2
"21457",20099241,"2021-12-07",3
"21458",20160498,"2022-01-14",2
"21459",20198767,"2022-10-24",2
"21460",20199788,"2022-01-14",3
"21461",20211900,"2022-07-26",3
"21462",20213144,"2022-01-14",4
"21463",20213907,"2021-12-07",2
"21464",20214920,"2022-06-15",2
"21465",20216574,"2021-12-07",1
"21466",20216575,"2021-12-15",1
"21467",20216577,"2021-12-09",1
"21468",20216578,"2021-12-07",1
"21469",20216584,"2022-03-17",1
"21470",783,"2021-12-07",5
"21471",5098,"2021-12-06",1
"21472",17330,"2021-12-16",2
"21473",29915,"2021-12-10",2
"21474",31472,"2021-12-07",2
"21475",35922,"2021-12-13",5
"21476",77448,"2022-03-29",3
"21477",84419,"2022-01-14",2
"21478",98717,"2022-01-05",2
"21479",110315,"2023-01-05",2
"21480",133361,"2022-08-30",2
"21481",133382,"2021-12-15",1
"21482",10015572,"2022-06-06",3
"21483",20012516,"2021-12-09",2
"21484",20016389,"2022-03-07",4
"21485",20076292,"2022-01-14",2
"21486",20089996,"2022-01-03",2
"21487",20094909,"2022-01-14",2
"21488",20114884,"2023-02-01",5
"21489",20116267,"2022-01-14",2
"21490",20145563,"2021-12-03",2
"21491",20148523,"2021-12-17",2
"21492",20152790,"2022-04-26",3
"21493",20153778,"2023-02-10",2
"21494",20191847,"2021-12-15",1
"21495",20200913,"2022-01-14",1
"21496",20200934,"2021-12-29",1
"21497",20203274,"2022-01-14",2
"21498",20209550,"2023-02-10",4
"21499",20211565,"2022-08-01",2
"21500",20211946,"2021-12-13",3
"21501",20212895,"2021-12-07",3
"21502",20213929,"2022-01-14",2
"21503",20216587,"2021-12-08",1
"21504",20216588,"2021-12-03",1
"21505",20216593,"2022-01-14",1
"21506",20216596,"2022-02-18",1
