"","inmateid","release_date_approx","order_adm_times"
"2290",20008052,"2019-12-11",1
"2291",20015415,"2019-12-24",1
"2292",20062732,"2019-12-28",1
"2293",20068487,"2019-11-13",1
"2294",20091092,"2019-11-08",1
"2295",20100384,"2019-12-12",1
"2296",20100544,"2020-03-31",1
"2297",20111788,"2019-10-29",1
"2298",20153677,"2020-01-16",1
"2299",20185389,"2019-12-12",1
"2300",20207011,"2020-01-31",1
"2301",20207015,"2019-10-22",1
"2302",7776,"2020-03-27",1
"2303",10748,"2019-10-24",1
"2304",14002,"2019-10-24",1
"2305",14215,"2019-12-10",1
"2306",29897,"2019-12-26",1
"2307",57847,"2020-01-11",1
"2308",61829,"2020-03-22",1
"2309",82848,"2019-11-14",1
"2310",87928,"2019-11-22",1
"2311",112945,"2020-03-25",1
"2312",148537,"2019-12-24",1
"2313",10005238,"2019-10-24",1
"2314",20050093,"2020-10-17",1
"2315",20074884,"2019-11-22",1
"2316",20088214,"2019-10-19",1
"2317",20110404,"2020-06-27",1
"2318",20120793,"2020-02-27",1
"2319",20138555,"2020-02-24",1
"2320",20146566,"2020-01-22",1
"2321",20159029,"2019-12-14",1
"2322",20174537,"2020-03-25",1
"2323",20181292,"2019-10-11",1
"2324",20184188,"2019-11-25",1
"2325",20196123,"2019-11-16",1
"2326",20196139,"2020-05-05",1
"2327",20203733,"2020-07-31",1
"2328",20206539,"2019-11-28",1
"2329",20207050,"2020-01-14",1
"2330",5767,"2019-10-10",1
"2331",6571,"2019-11-05",1
"2332",12116,"2019-10-17",1
"2333",12414,"2020-03-03",1
"2334",26213,"2020-01-24",1
"2335",30291,"2019-10-16",1
"2336",41750,"2021-03-25",1
"2337",44549,"2020-01-10",1
"2338",61870,"2019-10-12",1
"2339",83434,"2019-10-23",1
"2340",112087,"2019-11-19",1
"2341",147317,"2019-10-24",1
"2342",10009751,"2019-11-14",1
"2343",10011167,"2020-01-16",1
"2344",20031920,"2019-11-19",1
"2345",20049716,"2019-12-11",1
"2346",20080582,"2019-10-29",1
"2347",20102362,"2020-09-19",1
"2348",20128417,"2019-12-11",1
"2349",20140037,"2020-01-01",1
"2350",20151227,"2019-11-19",1
"2351",20153244,"2019-11-28",1
"2352",20154953,"2019-12-20",1
"2353",20160916,"2021-04-06",1
"2354",20167731,"2019-11-19",1
"2355",20176811,"2019-11-23",1
"2356",20190422,"2019-12-18",1
"2357",20193737,"2022-03-30",1
"2358",20196217,"2019-12-12",1
"2359",20205025,"2019-10-17",1
"2360",20206366,"2020-01-01",1
"2361",20207060,"2020-02-12",1
"2362",1732,"2020-02-14",1
"2363",5078,"2019-10-31",1
"2364",6579,"2019-11-09",1
"2365",10990,"2020-02-20",1
"2366",17944,"2020-01-24",1
"2367",27973,"2019-11-13",1
"2368",44661,"2019-12-04",1
"2369",79766,"2019-11-13",1
"2370",82436,"2019-12-12",1
"2371",107154,"2020-01-11",1
"2372",112261,"2019-11-16",1
"2373",118686,"2019-12-19",1
"2374",147167,"2019-10-31",1
"2375",147337,"2020-10-03",1
"2376",10003736,"2019-10-24",1
"2377",20001484,"2019-12-17",1
"2378",20041347,"2021-10-18",1
"2379",20050647,"2019-11-05",1
"2380",20089083,"2022-04-21",1
"2381",20094024,"2019-10-18",1
"2382",20103578,"2019-11-13",1
"2383",20107143,"2020-03-24",1
"2384",20107265,"2019-11-14",1
"2385",20109377,"2019-12-28",1
"2386",20114442,"2020-01-30",1
"2387",20126544,"2020-02-19",1
"2388",20139008,"2020-01-31",1
"2389",20161147,"2019-11-20",1
"2390",20173457,"2019-10-22",1
"2391",20178913,"2019-10-30",1
"2392",20179541,"2020-01-11",1
"2393",20203416,"2019-12-13",1
"2394",20206253,"2019-10-22",1
"2395",20207092,"2020-01-16",1
"2396",4026,"2019-12-21",1
"2397",11122,"2019-12-31",1
"2398",11942,"2019-11-28",1
"2399",25404,"2020-01-30",1
"2400",38239,"2019-10-24",1
"2401",51414,"2019-10-16",1
"2402",56877,"2019-12-26",1
"2403",68662,"2019-11-08",1
"2404",87615,"2020-02-22",1
"2405",90214,"2019-10-24",1
"2406",91475,"2019-11-16",1
"2407",162056,"2019-11-21",1
"2408",20006345,"2019-11-07",1
"2409",20021766,"2019-11-28",1
"2410",20051071,"2022-07-26",1
"2411",20055682,"2019-11-30",1
"2412",20086745,"2020-02-21",1
"2413",20123319,"2019-11-08",1
"2414",20135847,"2019-10-24",1
"2415",20142998,"2019-10-16",1
"2416",20150560,"2019-10-16",1
"2417",20167008,"2019-12-18",1
"2418",20168854,"2020-10-29",1
"2419",20178053,"2019-12-22",1
"2420",20206259,"2020-02-24",1
"2421",20207118,"2019-12-10",1
"2422",20207120,"2020-10-23",1
"2423",20207126,"2020-01-23",1
"2424",16079,"2019-12-05",1
"2425",24256,"2020-10-10",1
"2426",37227,"2020-03-21",1
"2427",49831,"2020-05-29",1
"2428",51368,"2019-11-08",1
"2429",65773,"2019-12-17",1
"2430",110998,"2020-02-20",1
"2431",20075109,"2019-12-21",1
"2432",20080496,"2020-04-24",1
"2433",20105994,"2019-11-27",1
"2434",20154078,"2019-11-01",1
"2435",20162800,"2019-11-21",1
"2436",20169038,"2020-03-15",1
"2437",20185126,"2019-12-03",1
"2438",20194885,"2019-12-04",1
"2439",20198797,"2019-11-01",1
"2440",20206247,"2019-10-18",1
"2441",20206270,"2019-11-28",1
"2442",20207145,"2019-10-12",1
"2443",20207156,"2019-10-24",1
"2444",66783,"2019-11-26",1
"2445",70752,"2021-03-30",1
"2446",76586,"2019-12-27",1
"2447",86477,"2019-11-05",1
"2448",88150,"2019-12-19",1
"2449",101834,"2021-04-22",1
"2450",20043695,"2019-12-24",1
"2451",20150449,"2019-11-06",1
"2452",20190660,"2019-11-15",1
"2453",20196809,"2022-05-10",1
"2454",20200637,"2020-01-13",1
"2455",20207169,"2020-03-27",1
"2456",11835,"2019-12-10",1
"2457",31229,"2019-12-31",1
"2458",73800,"2019-10-21",1
"2459",133313,"2019-11-04",1
"2460",154403,"2019-10-19",1
"2461",157567,"2019-10-11",1
"2462",10015232,"2019-10-24",1
"2463",20000554,"2020-03-27",1
"2464",20026771,"2019-11-06",1
"2465",20063103,"2019-12-08",1
"2466",20068597,"2019-10-31",1
"2467",20082023,"2020-03-27",1
"2468",20091086,"2019-12-13",1
"2469",20122187,"2019-11-13",1
"2470",20134405,"2020-06-18",1
"2471",20151749,"2020-01-28",1
"2472",20153106,"2019-10-24",1
"2473",20157480,"2019-11-01",1
"2474",20159616,"2019-10-16",1
"2475",20176505,"2019-10-22",1
"2476",20181676,"2019-10-30",1
"2477",20202506,"2019-10-17",1
"2478",20202985,"2019-10-23",1
"2479",3024,"2019-10-23",1
"2480",10840,"2019-11-01",1
"2481",61855,"2019-12-05",1
"2482",73614,"2019-10-11",1
"2483",75873,"2019-12-06",1
"2484",142933,"2020-02-15",1
"2485",144745,"2019-12-13",1
"2486",148568,"2019-11-15",1
"2487",150600,"2019-12-17",1
"2488",159529,"2019-12-31",1
"2489",10014859,"2019-11-19",1
"2490",20001614,"2019-10-12",1
"2491",20021914,"2019-12-21",1
"2492",20030899,"2019-12-25",1
"2493",20041012,"2020-05-23",1
"2494",20049174,"2019-11-30",1
"2495",20058143,"2020-02-10",1
"2496",20059112,"2021-04-01",1
"2497",20070558,"2019-10-24",1
"2498",20117911,"2020-01-17",1
"2499",20136883,"2021-03-09",1
"2500",20143491,"2019-12-10",1
"2501",20190002,"2019-10-29",1
"2502",20203267,"2019-11-02",1
"2503",20207196,"2019-12-11",1
"2504",20207200,"2020-04-14",1
"2505",20207209,"2020-12-10",1
"2506",469,"2020-05-19",1
"2507",8370,"2020-01-23",1
"2508",15052,"2019-10-11",1
"2509",24728,"2020-01-13",1
"2510",32060,"2019-11-21",1
"2511",66189,"2019-11-30",1
"2512",76036,"2019-12-25",1
"2513",80559,"2019-12-11",1
"2514",95852,"2020-01-01",1
"2515",99457,"2019-10-10",1
"2516",134121,"2019-12-21",1
"2517",136011,"2019-11-09",1
"2518",153161,"2019-10-23",1
"2519",170099,"2020-01-14",1
"2520",10004071,"2019-10-12",1
"2521",20008538,"2019-10-10",1
"2522",20023550,"2019-10-22",1
"2523",20037534,"2019-12-13",1
"2524",20055470,"2020-02-01",1
"2525",20055484,"2021-02-12",1
"2526",20060992,"2020-02-21",1
"2527",20078253,"2019-11-06",1
"2528",20111441,"2019-11-27",1
"2529",20121209,"2020-03-21",1
"2530",20129103,"2020-04-16",1
"2531",20134400,"2019-10-23",1
"2532",20150470,"2020-07-09",1
"2533",20189597,"2019-10-16",1
"2534",20197332,"2020-04-15",1
"2535",20206157,"2021-03-06",1
"2536",20207217,"2019-10-23",1
"2537",20207219,"2019-11-20",1
"2538",2430,"2019-11-09",1
"2539",6253,"2020-01-10",1
"2540",30158,"2019-11-20",1
"2541",32838,"2020-03-29",1
"2542",38386,"2019-11-06",1
"2543",52835,"2019-11-21",1
"2544",56732,"2020-03-25",1
"2545",63230,"2019-11-28",1
"2546",81468,"2019-12-25",1
"2547",163689,"2020-04-24",1
"2548",163875,"2019-12-13",1
"2549",167440,"2019-11-09",1
"2550",20078223,"2019-10-23",1
"2551",20107559,"2019-10-31",1
"2552",20116508,"2020-02-04",1
"2553",20132231,"2019-12-20",1
"2554",20138068,"2020-02-12",1
"2555",20149628,"2019-12-20",1
"2556",20159356,"2019-11-08",1
"2557",20162872,"2019-10-30",1
"2558",20174439,"2019-11-13",1
"2559",20182310,"2019-10-12",1
"2560",20189328,"2019-10-17",1
"2561",20189361,"2019-10-23",1
"2562",20193807,"2019-11-13",1
"2563",20197188,"2020-03-27",1
"2564",20207234,"2019-12-24",1
"2565",20207247,"2020-05-22",1
"2566",2701,"2019-10-12",1
"2567",8023,"2019-10-13",1
"2568",10081,"2019-11-30",1
"2569",10312,"2019-10-10",1
"2570",13914,"2019-11-14",1
"2571",17219,"2020-01-17",1
"2572",17302,"2020-01-25",1
"2573",17919,"2020-03-27",1
"2574",20406,"2020-01-08",1
"2575",22215,"2019-12-22",1
"2576",51582,"2019-10-17",1
"2577",68323,"2019-10-30",1
"2578",107076,"2019-10-13",1
"2579",149053,"2019-10-29",1
"2580",161153,"2019-10-15",1
"2581",10008432,"2019-12-23",1
"2582",10009777,"2019-11-13",1
"2583",20030357,"2019-12-26",1
"2584",20045917,"2020-02-24",1
"2585",20071285,"2019-10-11",1
"2586",20126529,"2019-11-28",1
"2587",20137671,"2020-01-25",1
"2588",20152771,"2019-11-04",1
"2589",20157872,"2019-10-16",1
"2590",20165187,"2020-07-02",1
"2591",20167129,"2020-12-05",1
"2592",20169117,"2019-10-17",1
"2593",20171149,"2019-10-11",1
"2594",20180340,"2019-10-24",1
"2595",20186709,"2020-01-22",1
"2596",20189394,"2020-05-23",1
"2597",20192273,"2019-10-17",1
"2598",20195911,"2019-12-05",1
"2599",20198985,"2021-05-28",1
"2600",20201169,"2019-10-11",1
"2601",20203232,"2019-11-05",1
"2602",20205323,"2019-11-27",1
"2603",20207259,"2019-12-18",1
"2604",20207267,"2019-10-12",1
"2605",20207268,"2020-01-25",1
"2606",106029,"2019-12-18",1
"2607",132664,"2020-01-25",1
"2608",142532,"2019-11-22",1
"2609",20020216,"2019-10-29",1
"2610",20070487,"2020-03-10",1
"2611",20071393,"2019-10-30",1
"2612",20089602,"2020-07-16",1
"2613",20149646,"2019-11-04",1
"2614",20160133,"2019-11-13",1
"2615",20175628,"2019-11-15",1
"2616",20182655,"2019-12-03",1
"2617",20194127,"2019-10-30",1
"2618",20204712,"2019-10-12",1
"2619",20207273,"2019-12-18",1
"2620",2543,"2020-03-28",1
"2621",101646,"2020-01-28",1
"2622",155904,"2020-05-07",1
"2623",20003883,"2019-11-26",1
"2624",20014653,"2019-11-01",1
"2625",20147655,"2019-12-12",1
"2626",20199330,"2019-10-17",1
"2627",20204598,"2019-11-01",1
"2628",20207299,"2020-12-19",1
"2629",6144,"2019-10-16",1
"2630",32177,"2019-10-12",1
"2631",32289,"2020-01-17",1
"2632",63935,"2019-11-01",1
"2633",110025,"2019-12-21",1
"2634",110281,"2020-01-18",1
"2635",135257,"2020-01-30",1
"2636",146913,"2019-10-16",1
"2637",154035,"2019-12-31",1
"2638",20001942,"2019-10-16",1
"2639",20011646,"2020-03-31",1
"2640",20027643,"2019-10-12",1
"2641",20031744,"2021-02-24",1
"2642",20108270,"2019-10-22",1
"2643",20116957,"2019-12-05",1
"2644",20159579,"2021-05-04",1
"2645",20162917,"2019-11-08",1
"2646",20177522,"2020-01-07",1
"2647",20182478,"2019-10-29",1
"2648",20188935,"2020-01-09",1
"2649",20196571,"2019-10-17",1
"2650",20198346,"2020-02-21",1
"2651",20207300,"2019-10-24",1
"2652",20207301,"2019-12-13",1
"2653",20207306,"2020-03-07",1
"2654",3337,"2020-02-27",1
"2655",3717,"2019-10-15",1
"2656",5273,"2019-10-10",1
"2657",15243,"2020-01-09",1
"2658",24357,"2019-12-10",1
"2659",29484,"2019-10-18",1
"2660",33175,"2019-10-18",1
"2661",43580,"2019-11-02",1
"2662",103792,"2019-11-10",1
"2663",161286,"2019-11-08",1
"2664",163189,"2019-12-11",1
"2665",10010415,"2019-11-28",1
"2666",10011625,"2020-01-24",1
"2667",20047769,"2019-10-12",1
"2668",20053384,"2019-12-17",1
"2669",20060212,"2019-11-30",1
"2670",20067611,"2019-11-15",1
"2671",20080928,"2019-12-10",1
"2672",20082934,"2020-01-30",1
"2673",20086100,"2019-10-30",1
"2674",20088104,"2020-04-16",1
"2675",20091016,"2019-11-01",1
"2676",20092601,"2019-10-10",1
"2677",20094580,"2021-10-18",1
"2678",20115933,"2020-03-25",1
"2679",20120674,"2019-12-07",1
"2680",20121956,"2019-12-23",1
"2681",20141101,"2020-06-22",1
"2682",20142382,"2020-07-25",1
"2683",20153620,"2020-07-07",1
"2684",20171973,"2019-10-17",1
"2685",20179352,"2021-01-09",1
"2686",20182934,"2020-05-29",1
"2687",20186750,"2019-10-11",1
"2688",20186839,"2019-11-16",1
"2689",20198804,"2019-10-23",1
"2690",20207312,"2019-11-14",1
"2691",20207315,"2019-10-30",1
"2692",20207318,"2019-11-13",1
"2693",10627,"2019-11-05",1
"2694",17674,"2019-11-05",1
"2695",31223,"2020-02-11",1
"2696",118638,"2019-12-06",1
"2697",155980,"2020-02-26",1
"2698",165971,"2020-03-25",1
"2699",20003346,"2019-11-13",1
"2700",20061658,"2020-01-23",1
"2701",20066966,"2019-10-16",1
"2702",20125877,"2019-12-21",1
"2703",20133408,"2019-10-24",1
"2704",20144108,"2019-12-09",1
"2705",20150422,"2020-03-30",1
"2706",20152509,"2019-11-01",1
"2707",20160860,"2020-01-10",1
"2708",20161300,"2019-11-01",1
"2709",20161818,"2020-02-15",1
"2710",20161896,"2019-11-22",1
"2711",20164520,"2019-11-05",1
"2712",20171337,"2019-12-19",1
"2713",20180628,"2020-01-08",1
"2714",20185884,"2019-12-12",1
"2715",20186729,"2019-11-08",1
"2716",20195327,"2019-12-05",1
"2717",20207330,"2020-03-15",1
"2718",20207343,"2020-12-01",1
"2719",20207345,"2019-10-11",1
"2720",796,"2019-10-19",1
"2721",1207,"2020-02-14",1
"2722",16123,"2019-11-02",1
"2723",18909,"2020-02-24",1
"2724",27251,"2020-01-15",1
"2725",31265,"2019-12-05",1
"2726",42444,"2019-12-09",1
"2727",121143,"2019-10-17",1
"2728",122528,"2019-10-19",1
"2729",127132,"2019-11-21",1
"2730",131946,"2019-11-29",1
"2731",10002584,"2020-02-03",1
"2732",20003285,"2019-10-19",1
"2733",20008166,"2019-12-11",1
"2734",20010072,"2019-11-02",1
"2735",20025196,"2020-01-09",1
"2736",20030062,"2019-12-12",1
"2737",20042893,"2020-03-27",1
"2738",20045365,"2019-12-17",1
"2739",20055531,"2020-01-25",1
"2740",20059192,"2020-01-10",1
"2741",20061671,"2019-11-17",1
"2742",20088839,"2019-10-17",1
"2743",20097922,"2019-10-11",1
"2744",20117149,"2019-10-16",1
"2745",20128275,"2020-02-07",1
"2746",20129488,"2019-11-02",1
"2747",20145606,"2019-12-12",1
"2748",20149887,"2019-10-22",1
"2749",20160613,"2019-12-20",1
"2750",20173354,"2019-11-02",1
"2751",20177538,"2019-12-04",1
"2752",20195877,"2019-10-16",1
"2753",20197567,"2020-01-15",1
"2754",20199231,"2020-01-07",1
"2755",20199815,"2019-12-11",1
"2756",20202590,"2020-01-07",1
"2757",20205383,"2019-11-04",1
"2758",20207355,"2020-04-15",1
"2759",20207360,"2019-10-24",1
"2760",20207362,"2020-03-06",1
"2761",20207363,"2019-10-10",1
"2762",4100,"2019-10-16",1
"2763",12727,"2020-03-29",1
"2764",36275,"2019-12-06",1
"2765",40945,"2019-12-12",1
"2766",47094,"2019-10-21",1
"2767",61204,"2019-12-17",1
"2768",75961,"2019-11-22",1
"2769",77912,"2019-12-10",1
"2770",79475,"2019-10-11",1
"2771",82418,"2020-07-01",1
"2772",86257,"2019-10-16",1
"2773",96374,"2019-12-07",1
"2774",100959,"2020-02-05",1
"2775",145654,"2020-03-27",1
"2776",150784,"2019-11-12",1
"2777",170519,"2019-10-17",1
"2778",20000129,"2019-10-31",1
"2779",20015713,"2019-10-16",1
"2780",20021429,"2019-12-04",1
"2781",20027066,"2019-10-10",1
"2782",20053911,"2019-12-06",1
"2783",20058902,"2019-10-10",1
"2784",20071904,"2019-10-10",1
"2785",20080688,"2019-10-19",1
"2786",20094408,"2019-11-29",1
"2787",20098126,"2019-10-24",1
"2788",20104285,"2019-11-01",1
"2789",20109295,"2020-03-15",1
"2790",20113142,"2019-12-02",1
"2791",20159217,"2019-12-09",1
"2792",20201027,"2020-03-25",1
"2793",20207377,"2020-01-01",1
"2794",20207383,"2019-10-11",1
"2795",20207387,"2019-11-16",1
"2796",807,"2020-01-01",1
"2797",4898,"2019-10-10",1
"2798",13028,"2019-10-18",1
"2799",24949,"2019-12-04",1
"2800",35922,"2019-12-14",1
"2801",103363,"2019-10-24",1
"2802",128615,"2019-10-24",1
"2803",167146,"2019-11-13",1
"2804",10000772,"2019-10-10",1
"2805",10011836,"2019-10-11",1
"2806",20078283,"2019-11-01",1
"2807",20084556,"2019-10-23",1
"2808",20154328,"2019-11-23",1
"2809",20202477,"2019-11-19",1
"2810",20206280,"2020-01-14",1
"2811",20206397,"2020-01-30",1
"2812",20207146,"2019-10-10",1
"2813",20207394,"2019-10-24",1
"2814",1790,"2019-12-17",1
"2815",10682,"2019-12-06",1
"2816",11596,"2019-10-12",1
"2817",61441,"2019-11-01",1
"2818",89426,"2020-02-01",1
"2819",120456,"2019-12-28",1
"2820",140921,"2019-12-19",1
"2821",154988,"2020-03-15",1
"2822",20040012,"2019-11-25",1
"2823",20072902,"2019-10-24",1
"2824",20112153,"2020-01-25",1
"2825",20177806,"2019-10-11",1
"2826",20180218,"2019-10-10",1
"2827",20194295,"2020-11-17",1
"2828",4766,"2019-10-16",1
"2829",16061,"2019-10-17",1
"2830",58784,"2019-10-24",1
"2831",106678,"2019-12-03",1
"2832",155365,"2019-12-17",1
"2833",10003148,"2019-11-19",1
"2834",10007626,"2019-11-14",1
"2835",10010420,"2019-12-19",1
"2836",10014829,"2019-12-12",1
"2837",20049056,"2020-03-28",1
"2838",20097693,"2019-12-13",1
"2839",20103908,"2019-10-24",1
"2840",20113853,"2019-11-14",1
"2841",20156198,"2019-12-11",1
"2842",20161833,"2020-01-03",1
"2843",20168145,"2020-01-03",1
"2844",20169773,"2019-10-11",1
"2845",20170545,"2019-10-17",1
"2846",20177278,"2019-12-19",1
"2847",20183276,"2019-10-11",1
"2848",20184465,"2019-11-16",1
"2849",20185146,"2019-10-11",1
"2850",20189209,"2019-11-05",1
"2851",20192700,"2020-01-06",1
"2852",20193842,"2019-11-30",1
"2853",20195263,"2020-02-03",1
"2854",20197670,"2020-10-01",1
"2855",20203762,"2019-12-20",1
"2856",20207425,"2019-10-12",1
"2857",20207430,"2019-10-16",1
"2858",5503,"2019-10-31",1
"2859",14034,"2019-10-12",1
"2860",15898,"2019-12-12",1
"2861",23398,"2019-12-17",1
"2862",23778,"2020-04-15",1
"2863",40577,"2020-01-22",1
"2864",65990,"2021-07-15",1
"2865",85135,"2019-10-12",1
"2866",135504,"2019-11-28",1
"2867",137238,"2020-02-15",1
"2868",139042,"2019-11-02",1
"2869",10000130,"2019-10-10",1
"2870",10016249,"2020-01-08",1
"2871",20012486,"2020-01-04",1
"2872",20013045,"2019-11-23",1
"2873",20020905,"2019-10-12",1
"2874",20031040,"2019-10-12",1
"2875",20049757,"2019-10-24",1
"2876",20058157,"2020-01-29",1
"2877",20075211,"2020-01-08",1
"2878",20079185,"2019-12-30",1
"2879",20092946,"2019-10-14",1
"2880",20095264,"2019-12-05",1
"2881",20097242,"2019-10-18",1
"2882",20099916,"2019-10-31",1
"2883",20100639,"2020-01-23",1
"2884",20102593,"2019-12-17",1
"2885",20116495,"2020-08-11",1
"2886",20166548,"2019-12-17",1
"2887",20175605,"2019-11-08",1
"2888",20177809,"2020-06-05",1
"2889",20185643,"2020-01-21",1
"2890",20193914,"2019-10-16",1
"2891",20195541,"2020-09-03",1
"2892",20205163,"2019-10-12",1
"2893",20205366,"2019-10-16",1
"2894",20207433,"2019-10-14",1
"2895",20207435,"2020-01-30",1
"2896",20207436,"2019-10-16",1
"2897",20207441,"2019-11-09",1
"2898",20207442,"2019-10-31",1
"2899",20207444,"2019-10-16",1
"2900",20207447,"2019-10-17",1
"2901",20207453,"2019-12-07",1
"2902",20207454,"2019-10-16",1
"2903",13373,"2019-10-30",1
"2904",15013,"2019-12-14",1
"2905",18275,"2019-11-06",1
"2906",18459,"2019-10-12",1
"2907",20197,"2019-11-22",1
"2908",23091,"2020-03-24",1
"2909",33440,"2019-10-18",1
"2910",38215,"2020-01-25",1
"2911",47810,"2019-10-12",1
"2912",57358,"2019-12-07",1
"2913",64787,"2019-11-02",1
"2914",76047,"2019-10-16",1
"2915",83170,"2020-05-29",1
"2916",90540,"2019-12-05",1
"2917",100482,"2020-03-09",1
"2918",109489,"2019-10-17",1
"2919",124585,"2020-03-15",1
"2920",154300,"2020-02-21",1
"2921",10012387,"2019-10-11",1
"2922",20009520,"2019-12-26",1
"2923",20020093,"2019-10-23",1
"2924",20020815,"2020-01-08",1
"2925",20023125,"2019-12-20",1
"2926",20028935,"2019-10-12",1
"2927",20052928,"2020-01-30",1
"2928",20077525,"2020-01-15",1
"2929",20084887,"2019-11-15",1
"2930",20089229,"2019-12-02",1
"2931",20105275,"2019-10-12",1
"2932",20108626,"2020-04-30",1
"2933",20110795,"2020-02-10",1
"2934",20112314,"2020-03-15",1
"2935",20130716,"2019-12-14",1
"2936",20132958,"2019-11-01",1
"2937",20144457,"2019-10-24",1
"2938",20155107,"2019-11-16",1
"2939",20174117,"2019-11-16",1
"2940",20180577,"2019-10-16",1
"2941",20188108,"2019-10-11",1
"2942",20194712,"2019-10-22",2
"2943",20196331,"2019-10-17",1
"2944",20199049,"2019-10-16",1
"2945",20206046,"2021-02-09",1
"2946",20207091,"2019-10-12",1
"2947",20207455,"2019-10-10",1
"2948",20207458,"2019-12-19",1
"2949",20207460,"2019-10-31",1
"2950",20207461,"2019-10-16",1
"2951",20207462,"2019-12-17",1
"2952",20207464,"2019-12-17",1
"2953",20207465,"2019-10-24",1
"2954",20207466,"2019-10-13",1
"2955",20207467,"2019-11-04",1
"2956",20207477,"2019-10-11",1
"2957",20207479,"2021-01-20",1
"2958",20207483,"2019-10-16",1
"2959",20207489,"2019-11-09",1
"2960",8475,"2019-10-30",1
"2961",14415,"2019-11-16",1
"2962",16674,"2019-10-23",1
"2963",37490,"2019-11-16",1
"2964",81432,"2019-11-13",1
"2965",82230,"2020-02-15",1
"2966",86629,"2019-10-24",1
"2967",86790,"2020-02-21",1
"2968",104999,"2020-02-24",1
"2969",109362,"2019-11-08",1
"2970",130725,"2019-12-04",1
"2971",144884,"2019-12-20",1
"2972",157907,"2019-10-16",1
"2973",10001922,"2020-02-08",1
"2974",20018489,"2019-12-05",1
"2975",20022741,"2019-12-20",2
"2976",20022962,"2019-12-23",1
"2977",20038423,"2019-10-29",1
"2978",20047816,"2020-01-16",1
"2979",20077096,"2020-02-13",1
"2980",20081864,"2019-10-22",1
"2981",20083321,"2019-10-12",1
"2982",20091474,"2020-02-05",1
"2983",20105219,"2020-01-23",1
"2984",20114884,"2019-10-17",1
"2985",20123439,"2019-10-15",1
"2986",20129969,"2019-12-14",1
"2987",20130582,"2020-05-08",1
"2988",20131623,"2019-11-22",1
"2989",20155627,"2019-11-08",1
"2990",20166308,"2019-12-21",1
"2991",20180792,"2019-10-16",1
"2992",20185503,"2019-10-18",1
"2993",20187542,"2020-02-06",1
"2994",20190006,"2019-10-17",1
"2995",20190137,"2019-11-01",1
"2996",20192565,"2019-10-12",1
"2997",20192655,"2019-12-09",1
"2998",20203999,"2019-12-12",1
"2999",20204424,"2020-03-28",1
"3000",20207495,"2019-11-23",1
"3001",20207498,"2019-10-19",1
"3002",20207507,"2019-10-16",1
"3003",20207511,"2019-10-12",1
"3004",20207512,"2019-11-05",1
"3005",9954,"2019-11-15",1
"3006",10115,"2019-12-09",1
"3007",14499,"2019-10-31",1
"3008",17274,"2019-10-16",2
"3009",35188,"2019-12-14",1
"3010",44250,"2019-10-23",1
"3011",45743,"2019-12-11",1
"3012",51317,"2019-10-24",1
"3013",66427,"2019-10-12",2
"3014",72470,"2019-10-23",1
"3015",73614,"2019-10-16",2
"3016",74801,"2019-12-14",1
"3017",78173,"2020-03-19",1
"3018",88867,"2019-10-12",1
"3019",98113,"2019-10-17",1
"3020",146262,"2020-02-01",1
"3021",153043,"2019-10-12",1
"3022",154176,"2020-01-23",1
"3023",156677,"2019-12-27",1
"3024",20004005,"2020-03-28",1
"3025",20013605,"2020-10-10",1
"3026",20018824,"2019-10-16",1
"3027",20037661,"2019-12-20",1
"3028",20042200,"2020-01-10",1
"3029",20054801,"2020-01-04",1
"3030",20065626,"2019-11-19",1
"3031",20071318,"2019-10-30",1
"3032",20080523,"2019-10-17",1
"3033",20093601,"2019-12-18",1
"3034",20094849,"2019-10-12",1
"3035",20099059,"2019-11-09",1
"3036",20099393,"2020-01-31",1
"3037",20110100,"2020-03-02",1
"3038",20116460,"2019-11-23",1
"3039",20123737,"2019-10-23",1
"3040",20131318,"2020-03-31",1
"3041",20142346,"2019-10-17",1
"3042",20143343,"2020-01-25",1
"3043",20150167,"2020-01-17",1
"3044",20157081,"2019-10-19",1
"3045",20160303,"2019-10-24",2
"3046",20170607,"2019-10-24",1
"3047",20179401,"2019-10-18",2
"3048",20181823,"2020-01-10",1
"3049",20187959,"2020-04-18",1
"3050",20189125,"2020-03-15",2
"3051",20195932,"2019-10-24",1
"3052",20196520,"2019-10-17",1
"3053",20198911,"2019-12-31",1
"3054",20202169,"2019-12-12",1
"3055",20202531,"2020-04-30",1
"3056",20203148,"2020-01-03",1
"3057",20204110,"2019-10-12",1
"3058",20205476,"2019-10-16",2
"3059",20206468,"2019-10-17",2
"3060",20207383,"2019-10-18",2
"3061",20207539,"2019-12-18",1
"3062",20207542,"2019-10-17",1
"3063",20207543,"2019-10-17",1
"3064",20207544,"2019-11-05",1
"3065",2394,"2019-10-13",1
"3066",3334,"2019-12-04",1
"3067",16715,"2020-04-01",1
"3068",55113,"2019-11-20",1
"3069",62487,"2020-01-17",1
"3070",82480,"2020-03-15",1
"3071",92112,"2020-02-21",1
"3072",114259,"2019-10-17",1
"3073",128549,"2020-07-23",1
"3074",133866,"2019-12-13",1
"3075",149197,"2020-01-18",1
"3076",10009939,"2019-10-16",1
"3077",20022138,"2020-02-19",1
"3078",20044291,"2019-11-08",1
"3079",20071694,"2019-11-08",1
"3080",20094810,"2019-10-16",1
