"","date_","n_per_day_age_date","n_per_day_date","age_var"
"628",2019-11-01,103,1249,"21 and under"
"629",2019-11-01,367,1249,"30-39"
"630",2019-11-01,218,1249,"all ages 50+"
"631",2022-11-04,1756,5656,"30-39"
"632",2022-11-04,1596,5656,"22-29"
"633",2022-11-04,1022,5656,"40-49"
"634",2022-11-04,525,5656,"21 and under"
"635",2022-11-04,756,5656,"all ages 50+"
"636",2021-11-05,1371,4781,"22-29"
"637",2021-11-05,1503,4781,"30-39"
"638",2021-11-05,791,4781,"40-49"
"639",2021-11-05,417,4781,"21 and under"
"640",2021-11-05,692,4781,"all ages 50+"
"641",2020-11-06,513,3480,"all ages 50+"
"642",2020-11-06,1033,3480,"30-39"
"643",2020-11-06,1004,3480,"22-29"
"644",2020-11-06,605,3480,"40-49"
"645",2020-11-06,323,3480,"21 and under"
"646",2019-11-08,380,1464,"22-29"
"647",2019-11-08,424,1464,"30-39"
"648",2019-11-08,268,1464,"all ages 50+"
"649",2019-11-08,266,1464,"40-49"
"650",2019-11-08,123,1464,"21 and under"
"651",2022-11-11,1764,5648,"30-39"
"652",2022-11-11,1584,5648,"22-29"
"653",2022-11-11,523,5648,"21 and under"
"654",2022-11-11,1020,5648,"40-49"
"655",2022-11-11,755,5648,"all ages 50+"
"656",2021-11-12,785,4760,"40-49"
"657",2021-11-12,690,4760,"all ages 50+"
"658",2021-11-12,1493,4760,"30-39"
"659",2021-11-12,415,4760,"21 and under"
"660",2021-11-12,1370,4760,"22-29"
"661",2020-11-13,530,3534,"all ages 50+"
"662",2020-11-13,1052,3534,"30-39"
"663",2020-11-13,1017,3534,"22-29"
"664",2020-11-13,329,3534,"21 and under"
"665",2020-11-13,606,3534,"40-49"
"666",2019-11-15,434,1694,"22-29"
"667",2019-11-15,522,1694,"30-39"
"668",2019-11-15,307,1694,"all ages 50+"
"669",2019-11-15,302,1694,"40-49"
"670",2019-11-15,129,1694,"21 and under"
"671",2022-11-18,1748,5660,"30-39"
"672",2022-11-18,1603,5660,"22-29"
"673",2022-11-18,766,5660,"all ages 50+"
"674",2022-11-18,521,5660,"21 and under"
"675",2022-11-18,1022,5660,"40-49"
"676",2021-11-19,1378,4765,"22-29"
"677",2021-11-19,791,4765,"40-49"
"678",2021-11-19,422,4765,"21 and under"
"679",2021-11-19,1474,4765,"30-39"
"680",2021-11-19,695,4765,"all ages 50+"
"681",2020-11-20,1062,3569,"30-39"
"682",2020-11-20,1024,3569,"22-29"
"683",2020-11-20,331,3569,"21 and under"
"684",2020-11-20,542,3569,"all ages 50+"
"685",2020-11-20,606,3569,"40-49"
"686",2019-11-22,490,1886,"22-29"
"687",2019-11-22,573,1886,"30-39"
"688",2019-11-22,336,1886,"40-49"
"689",2019-11-22,338,1886,"all ages 50+"
"690",2019-11-22,149,1886,"21 and under"
"691",2022-11-25,1745,5627,"30-39"
"692",2022-11-25,1580,5627,"22-29"
"693",2022-11-25,755,5627,"all ages 50+"
"694",2022-11-25,510,5627,"21 and under"
"695",2022-11-25,1036,5627,"40-49"
"696",2021-11-26,1385,4736,"22-29"
"697",2021-11-26,1461,4736,"30-39"
"698",2021-11-26,433,4736,"21 and under"
"699",2021-11-26,683,4736,"all ages 50+"
"700",2021-11-26,769,4736,"40-49"
"701",2020-11-27,325,3624,"21 and under"
"702",2020-11-27,1098,3624,"30-39"
"703",2020-11-27,551,3624,"all ages 50+"
"704",2020-11-27,1040,3624,"22-29"
"705",2020-11-27,609,3624,"40-49"
"706",2019-11-29,516,2039,"22-29"
"707",2019-11-29,627,2039,"30-39"
"708",2019-11-29,369,2039,"all ages 50+"
"709",2019-11-29,366,2039,"40-49"
"710",2019-11-29,158,2039,"21 and under"
"711",2021-10-01,424,4897,"21 and under"
"712",2021-10-01,803,4897,"40-49"
"713",2021-10-01,1563,4897,"30-39"
"714",2021-10-01,1398,4897,"22-29"
"715",2021-10-01,706,4897,"all ages 50+"
"716",2020-10-02,889,3097,"22-29"
"717",2020-10-02,934,3097,"30-39"
"718",2020-10-02,512,3097,"40-49"
"719",2020-10-02,300,3097,"21 and under"
"720",2020-10-02,461,3097,"all ages 50+"
"721",2022-10-07,977,5575,"40-49"
"722",2022-10-07,1718,5575,"30-39"
"723",2022-10-07,1600,5575,"22-29"
"724",2022-10-07,521,5575,"21 and under"
"725",2022-10-07,757,5575,"all ages 50+"
"726",2021-10-08,1394,4833,"22-29"
"727",2021-10-08,783,4833,"40-49"
"728",2021-10-08,691,4833,"all ages 50+"
"729",2021-10-08,1527,4833,"30-39"
"730",2021-10-08,434,4833,"21 and under"
"731",2020-10-09,907,3159,"22-29"
"732",2020-10-09,937,3159,"30-39"
"733",2020-10-09,537,3159,"40-49"
"734",2020-10-09,308,3159,"21 and under"
"735",2020-10-09,469,3159,"all ages 50+"
"736",2019-10-11,14,134,"21 and under"
"737",2019-10-11,37,134,"22-29"
"738",2019-10-11,34,134,"30-39"
"739",2019-10-11,27,134,"40-49"
"740",2019-10-11,21,134,"all ages 50+"
"741",2022-10-14,1586,5631,"22-29"
"742",2022-10-14,1761,5631,"30-39"
"743",2022-10-14,999,5631,"40-49"
"744",2022-10-14,519,5631,"21 and under"
"745",2022-10-14,765,5631,"all ages 50+"
"746",2021-10-15,1396,4884,"22-29"
"747",2021-10-15,801,4884,"40-49"
"748",2021-10-15,705,4884,"all ages 50+"
"749",2021-10-15,1534,4884,"30-39"
"750",2021-10-15,445,4884,"21 and under"
"751",2020-10-16,973,3268,"30-39"
"752",2020-10-16,941,3268,"22-29"
"753",2020-10-16,308,3268,"21 and under"
"754",2020-10-16,492,3268,"all ages 50+"
"755",2020-10-16,553,3268,"40-49"
"756",2019-10-18,142,537,"22-29"
"757",2019-10-18,101,537,"40-49"
"758",2019-10-18,165,537,"30-39"
"759",2019-10-18,97,537,"all ages 50+"
"760",2019-10-18,32,537,"21 and under"
"761",2022-10-21,1751,5604,"30-39"
"762",2022-10-21,761,5604,"all ages 50+"
"763",2022-10-21,1577,5604,"22-29"
"764",2022-10-21,1004,5604,"40-49"
"765",2022-10-21,511,5604,"21 and under"
"766",2021-10-22,1376,4839,"22-29"
"767",2021-10-22,1528,4839,"30-39"
"768",2021-10-22,697,4839,"all ages 50+"
"769",2021-10-22,433,4839,"21 and under"
"770",2021-10-22,801,4839,"40-49"
"771",2020-10-23,1002,3351,"30-39"
"772",2020-10-23,940,3351,"22-29"
"773",2020-10-23,316,3351,"21 and under"
"774",2020-10-23,506,3351,"all ages 50+"
"775",2020-10-23,587,3351,"40-49"
"776",2022-10-28,1755,5627,"30-39"
"777",2022-10-28,1593,5627,"22-29"
"778",2022-10-28,755,5627,"all ages 50+"
"779",2022-10-28,1005,5627,"40-49"
"780",2022-10-28,516,5627,"21 and under"
"781",2021-10-29,1377,4802,"22-29"
"782",2021-10-29,1512,4802,"30-39"
"783",2021-10-29,794,4802,"40-49"
"784",2021-10-29,425,4802,"21 and under"
"785",2021-10-29,686,4802,"all ages 50+"
"786",2020-10-30,1020,3419,"30-39"
"787",2020-10-30,995,3419,"22-29"
"788",2020-10-30,312,3419,"21 and under"
"789",2020-10-30,502,3419,"all ages 50+"
"790",2020-10-30,590,3419,"40-49"
"791",2022-09-02,1553,5427,"22-29"
"792",2022-09-02,1684,5427,"30-39"
"793",2022-09-02,965,5427,"40-49"
"794",2022-09-02,498,5427,"21 and under"
"795",2022-09-02,725,5427,"all ages 50+"
"796",2021-09-03,1683,5257,"30-39"
"797",2021-09-03,1477,5257,"22-29"
"798",2021-09-03,774,5257,"all ages 50+"
"799",2021-09-03,874,5257,"40-49"
"800",2021-09-03,438,5257,"21 and under"
"801",2020-09-04,403,2782,"all ages 50+"
"802",2020-09-04,477,2782,"40-49"
"803",2020-09-04,793,2782,"22-29"
"804",2020-09-04,266,2782,"21 and under"
"805",2020-09-04,843,2782,"30-39"
"806",2022-09-09,1720,5530,"30-39"
"807",2022-09-09,1574,5530,"22-29"
"808",2022-09-09,515,5530,"21 and under"
"809",2022-09-09,981,5530,"40-49"
"810",2022-09-09,737,5530,"all ages 50+"
"811",2021-09-10,1681,5287,"30-39"
"812",2021-09-10,897,5287,"40-49"
"813",2021-09-10,1488,5287,"22-29"
"814",2021-09-10,777,5287,"all ages 50+"
"815",2021-09-10,437,5287,"21 and under"
"816",2020-09-11,433,2949,"all ages 50+"
"817",2020-09-11,852,2949,"22-29"
"818",2020-09-11,872,2949,"30-39"
"819",2020-09-11,297,2949,"21 and under"
"820",2020-09-11,494,2949,"40-49"
"821",2022-09-16,1733,5583,"30-39"
"822",2022-09-16,1594,5583,"22-29"
"823",2022-09-16,511,5583,"21 and under"
"824",2022-09-16,977,5583,"40-49"
"825",2022-09-16,764,5583,"all ages 50+"
"826",2021-09-17,1681,5329,"30-39"
"827",2021-09-17,911,5329,"40-49"
"828",2021-09-17,1498,5329,"22-29"
"829",2021-09-17,444,5329,"21 and under"
"830",2021-09-17,786,5329,"all ages 50+"
"831",2020-09-18,432,2970,"all ages 50+"
"832",2020-09-18,862,2970,"22-29"
"833",2020-09-18,895,2970,"30-39"
"834",2020-09-18,286,2970,"21 and under"
"835",2020-09-18,494,2970,"40-49"
"836",2022-09-23,1709,5539,"30-39"
"837",2022-09-23,1600,5539,"22-29"
"838",2022-09-23,962,5539,"40-49"
"839",2022-09-23,504,5539,"21 and under"
"840",2022-09-23,760,5539,"all ages 50+"
"841",2021-09-24,834,5050,"40-49"
"842",2021-09-24,1431,5050,"22-29"
"843",2021-09-24,1602,5050,"30-39"
"844",2021-09-24,433,5050,"21 and under"
"845",2021-09-24,746,5050,"all ages 50+"
"846",2020-09-25,872,3042,"22-29"
"847",2020-09-25,917,3042,"30-39"
"848",2020-09-25,454,3042,"all ages 50+"
"849",2020-09-25,298,3042,"21 and under"
"850",2020-09-25,501,3042,"40-49"
"851",2022-09-30,1720,5570,"30-39"
"852",2022-09-30,1591,5570,"22-29"
"853",2022-09-30,987,5570,"40-49"
"854",2022-09-30,518,5570,"21 and under"
"855",2022-09-30,753,5570,"all ages 50+"
"856",2022-04-04,1448,5018,"22-29"
"857",2022-04-04,870,5018,"40-49"
"858",2022-04-04,1539,5018,"30-39"
"859",2022-04-04,664,5018,"all ages 50+"
"860",2022-04-04,493,5018,"21 and under"
"861",2021-04-05,1514,4734,"30-39"
"862",2021-04-05,409,4734,"21 and under"
"863",2021-04-05,1280,4734,"22-29"
"864",2021-04-05,818,4734,"40-49"
"865",2021-04-05,712,4734,"all ages 50+"
"866",2020-04-06,702,2460,"22-29"
"867",2020-04-06,763,2460,"30-39"
"868",2020-04-06,357,2460,"all ages 50+"
"869",2020-04-06,415,2460,"40-49"
"870",2020-04-06,223,2460,"21 and under"
"871",2022-04-11,1464,5025,"22-29"
"872",2022-04-11,869,5025,"40-49"
"873",2022-04-11,1534,5025,"30-39"
"874",2022-04-11,489,5025,"21 and under"
"875",2022-04-11,664,5025,"all ages 50+"
"876",2021-04-12,1492,4700,"30-39"
"877",2021-04-12,388,4700,"21 and under"
"878",2021-04-12,1290,4700,"22-29"
"879",2021-04-12,815,4700,"40-49"
"880",2021-04-12,714,4700,"all ages 50+"
"881",2020-04-13,662,2276,"22-29"
"882",2020-04-13,705,2276,"30-39"
"883",2020-04-13,315,2276,"all ages 50+"
"884",2020-04-13,221,2276,"21 and under"
"885",2020-04-13,373,2276,"40-49"
"886",2022-04-18,1538,5012,"30-39"
"887",2022-04-18,1479,5012,"22-29"
"888",2022-04-18,861,5012,"40-49"
"889",2022-04-18,483,5012,"21 and under"
"890",2022-04-18,646,5012,"all ages 50+"
"891",2021-04-19,1481,4699,"30-39"
"892",2021-04-19,381,4699,"21 and under"
"893",2021-04-19,1293,4699,"22-29"
"894",2021-04-19,825,4699,"40-49"
"895",2021-04-19,716,4699,"all ages 50+"
"896",2020-04-20,266,2159,"all ages 50+"
"897",2020-04-20,365,2159,"40-49"
"898",2020-04-20,677,2159,"30-39"
"899",2020-04-20,212,2159,"21 and under"
"900",2020-04-20,639,2159,"22-29"
"901",2022-04-25,1508,5035,"22-29"
"902",2022-04-25,1528,5035,"30-39"
"903",2022-04-25,477,5035,"21 and under"
"904",2022-04-25,855,5035,"40-49"
"905",2022-04-25,663,5035,"all ages 50+"
"906",2021-04-26,1493,4707,"30-39"
"907",2021-04-26,829,4707,"40-49"
"908",2021-04-26,1284,4707,"22-29"
"909",2021-04-26,381,4707,"21 and under"
"910",2021-04-26,715,4707,"all ages 50+"
"911",2020-04-27,629,2103,"22-29"
"912",2020-04-27,662,2103,"30-39"
"913",2020-04-27,261,2103,"all ages 50+"
"914",2020-04-27,344,2103,"40-49"
"915",2020-04-27,207,2103,"21 and under"
"916",2022-08-01,1573,5371,"22-29"
"917",2022-08-01,1638,5371,"30-39"
"918",2022-08-01,974,5371,"40-49"
"919",2022-08-01,683,5371,"all ages 50+"
"920",2022-08-01,497,5371,"21 and under"
"921",2021-08-02,759,5093,"all ages 50+"
"922",2021-08-02,1658,5093,"30-39"
"923",2021-08-02,1382,5093,"22-29"
"924",2021-08-02,411,5093,"21 and under"
"925",2021-08-02,872,5093,"40-49"
"926",2020-08-03,771,2526,"30-39"
"927",2020-08-03,355,2526,"all ages 50+"
"928",2020-08-03,720,2526,"22-29"
"929",2020-08-03,435,2526,"40-49"
"930",2020-08-03,245,2526,"21 and under"
"931",2022-08-08,1584,5395,"22-29"
"932",2022-08-08,1652,5395,"30-39"
"933",2022-08-08,970,5395,"40-49"
"934",2022-08-08,490,5395,"21 and under"
"935",2022-08-08,698,5395,"all ages 50+"
"936",2021-08-09,1653,5100,"30-39"
"937",2021-08-09,767,5100,"all ages 50+"
"938",2021-08-09,402,5100,"21 and under"
"939",2021-08-09,1404,5100,"22-29"
"940",2021-08-09,867,5100,"40-49"
"941",2020-08-10,368,2597,"all ages 50+"
"942",2020-08-10,794,2597,"30-39"
"943",2020-08-10,440,2597,"40-49"
"944",2020-08-10,740,2597,"22-29"
"945",2020-08-10,251,2597,"21 and under"
"946",2022-08-15,1578,5397,"22-29"
"947",2022-08-15,1656,5397,"30-39"
"948",2022-08-15,969,5397,"40-49"
"949",2022-08-15,487,5397,"21 and under"
"950",2022-08-15,704,5397,"all ages 50+"
"951",2021-08-16,1683,5191,"30-39"
"952",2021-08-16,411,5191,"21 and under"
"953",2021-08-16,1433,5191,"22-29"
"954",2021-08-16,774,5191,"all ages 50+"
"955",2021-08-16,883,5191,"40-49"
"956",2020-08-17,375,2650,"all ages 50+"
"957",2020-08-17,814,2650,"30-39"
"958",2020-08-17,457,2650,"40-49"
"959",2020-08-17,743,2650,"22-29"
"960",2020-08-17,261,2650,"21 and under"
"961",2022-08-22,1554,5380,"22-29"
"962",2022-08-22,1660,5380,"30-39"
"963",2022-08-22,960,5380,"40-49"
"964",2022-08-22,493,5380,"21 and under"
"965",2022-08-22,713,5380,"all ages 50+"
"966",2021-08-23,1680,5246,"30-39"
"967",2021-08-23,433,5246,"21 and under"
"968",2021-08-23,1459,5246,"22-29"
"969",2021-08-23,780,5246,"all ages 50+"
"970",2021-08-23,884,5246,"40-49"
"971",2020-08-24,390,2731,"all ages 50+"
"972",2020-08-24,835,2731,"30-39"
"973",2020-08-24,463,2731,"40-49"
"974",2020-08-24,770,2731,"22-29"
"975",2020-08-24,273,2731,"21 and under"
"976",2022-08-29,1552,5392,"22-29"
"977",2022-08-29,1681,5392,"30-39"
"978",2022-08-29,954,5392,"40-49"
"979",2022-08-29,494,5392,"21 and under"
"980",2022-08-29,711,5392,"all ages 50+"
"981",2021-08-30,1694,5297,"30-39"
"982",2021-08-30,436,5297,"21 and under"
"983",2021-08-30,1483,5297,"22-29"
"984",2021-08-30,793,5297,"all ages 50+"
"985",2021-08-30,879,5297,"40-49"
"986",2020-08-31,402,2784,"all ages 50+"
"987",2020-08-31,845,2784,"30-39"
"988",2020-08-31,478,2784,"40-49"
"989",2020-08-31,794,2784,"22-29"
"990",2020-08-31,265,2784,"21 and under"
"991",2019-12-02,522,2112,"22-29"
"992",2019-12-02,647,2112,"30-39"
"993",2019-12-02,394,2112,"all ages 50+"
"994",2019-12-02,377,2112,"40-49"
"995",2019-12-02,171,2112,"21 and under"
"996",2022-12-05,1765,5659,"30-39"
"997",2022-12-05,1590,5659,"22-29"
"998",2022-12-05,754,5659,"all ages 50+"
"999",2022-12-05,517,5659,"21 and under"
"1000",2022-12-05,1031,5659,"40-49"
"1001",2021-12-06,433,4724,"21 and under"
"1002",2021-12-06,1357,4724,"22-29"
"1003",2021-12-06,1476,4724,"30-39"
"1004",2021-12-06,677,4724,"all ages 50+"
"1005",2021-12-06,778,4724,"40-49"
"1006",2020-12-07,1141,3717,"30-39"
"1007",2020-12-07,1047,3717,"22-29"
"1008",2020-12-07,336,3717,"21 and under"
"1009",2020-12-07,560,3717,"all ages 50+"
"1010",2020-12-07,633,3717,"40-49"
"1011",2019-12-09,572,2253,"22-29"
"1012",2019-12-09,416,2253,"all ages 50+"
"1013",2019-12-09,691,2253,"30-39"
"1014",2019-12-09,400,2253,"40-49"
"1015",2019-12-09,172,2253,"21 and under"
"1016",2022-12-12,1776,5646,"30-39"
"1017",2022-12-12,1590,5646,"22-29"
"1018",2022-12-12,753,5646,"all ages 50+"
"1019",2022-12-12,508,5646,"21 and under"
"1020",2022-12-12,1019,5646,"40-49"
"1021",2021-12-13,1359,4752,"22-29"
"1022",2021-12-13,435,4752,"21 and under"
"1023",2021-12-13,788,4752,"40-49"
"1024",2021-12-13,1477,4752,"30-39"
"1025",2021-12-13,685,4752,"all ages 50+"
"1026",2020-12-14,1068,3779,"22-29"
"1027",2020-12-14,1172,3779,"30-39"
"1028",2020-12-14,574,3779,"all ages 50+"
"1029",2020-12-14,630,3779,"40-49"
"1030",2020-12-14,334,3779,"21 and under"
"1031",2019-12-16,613,2342,"22-29"
"1032",2019-12-16,698,2342,"30-39"
"1033",2019-12-16,179,2342,"21 and under"
"1034",2019-12-16,446,2342,"all ages 50+"
"1035",2019-12-16,404,2342,"40-49"
"1036",2022-12-19,1772,5651,"30-39"
"1037",2022-12-19,1603,5651,"22-29"
"1038",2022-12-19,733,5651,"all ages 50+"
"1039",2022-12-19,1019,5651,"40-49"
"1040",2022-12-19,523,5651,"21 and under"
"1041",2020-12-21,1068,3793,"22-29"
"1042",2020-12-21,1186,3793,"30-39"
"1043",2020-12-21,326,3793,"21 and under"
"1044",2020-12-21,585,3793,"all ages 50+"
"1045",2020-12-21,628,3793,"40-49"
"1046",2019-12-23,598,2306,"22-29"
"1047",2019-12-23,437,2306,"all ages 50+"
"1048",2019-12-23,676,2306,"30-39"
"1049",2019-12-23,412,2306,"40-49"
"1050",2019-12-23,183,2306,"21 and under"
"1051",2022-12-26,714,5512,"all ages 50+"
"1052",2022-12-26,1734,5512,"30-39"
"1053",2022-12-26,1548,5512,"22-29"
"1054",2022-12-26,1001,5512,"40-49"
"1055",2022-12-26,514,5512,"21 and under"
"1056",2021-12-27,1347,4745,"22-29"
"1057",2021-12-27,1485,4745,"30-39"
"1058",2021-12-27,794,4745,"40-49"
"1059",2021-12-27,659,4745,"all ages 50+"
"1060",2021-12-27,456,4745,"21 and under"
"1061",2020-12-28,1063,3809,"22-29"
"1062",2020-12-28,1202,3809,"30-39"
"1063",2020-12-28,634,3809,"40-49"
"1064",2020-12-28,326,3809,"21 and under"
"1065",2020-12-28,583,3809,"all ages 50+"
"1066",2019-12-30,660,2303,"30-39"
"1067",2019-12-30,610,2303,"22-29"
"1068",2019-12-30,414,2303,"40-49"
"1069",2019-12-30,437,2303,"all ages 50+"
"1070",2019-12-30,181,2303,"21 and under"
"1071",2021-02-01,1154,4231,"22-29"
"1072",2021-02-01,1349,4231,"30-39"
"1073",2021-02-01,666,4231,"all ages 50+"
"1074",2021-02-01,357,4231,"21 and under"
"1075",2021-02-01,705,4231,"40-49"
"1076",2020-02-03,805,2763,"30-39"
"1077",2020-02-03,731,2763,"22-29"
"1078",2020-02-03,476,2763,"40-49"
"1079",2020-02-03,525,2763,"all ages 50+"
"1080",2020-02-03,223,2763,"21 and under"
"1081",2023-02-06,1808,5758,"30-39"
"1082",2023-02-06,1576,5758,"22-29"
"1083",2023-02-06,544,5758,"21 and under"
"1084",2023-02-06,1057,5758,"40-49"
"1085",2023-02-06,771,5758,"all ages 50+"
"1086",2021-02-08,1168,4240,"22-29"
"1087",2021-02-08,1343,4240,"30-39"
"1088",2021-02-08,703,4240,"40-49"
"1089",2021-02-08,359,4240,"21 and under"
"1090",2021-02-08,667,4240,"all ages 50+"
"1091",2020-02-10,761,2837,"22-29"
"1092",2020-02-10,495,2837,"40-49"
"1093",2020-02-10,519,2837,"all ages 50+"
"1094",2020-02-10,823,2837,"30-39"
"1095",2020-02-10,237,2837,"21 and under"
"1096",2023-02-13,1809,5771,"30-39"
"1097",2023-02-13,1572,5771,"22-29"
"1098",2023-02-13,548,5771,"21 and under"
"1099",2023-02-13,773,5771,"all ages 50+"
"1100",2023-02-13,1067,5771,"40-49"
"1101",2022-02-14,1479,5007,"22-29"
"1102",2022-02-14,658,5007,"all ages 50+"
"1103",2022-02-14,470,5007,"21 and under"
"1104",2022-02-14,1532,5007,"30-39"
"1105",2022-02-14,863,5007,"40-49"
"1106",2021-02-15,1374,4350,"30-39"
"1107",2021-02-15,379,4350,"21 and under"
"1108",2021-02-15,1197,4350,"22-29"
"1109",2021-02-15,666,4350,"all ages 50+"
"1110",2021-02-15,732,4350,"40-49"
"1111",2020-02-17,756,2872,"22-29"
"1112",2020-02-17,503,2872,"40-49"
"1113",2020-02-17,527,2872,"all ages 50+"
"1114",2020-02-17,847,2872,"30-39"
"1115",2020-02-17,237,2872,"21 and under"
"1116",2022-02-21,1495,5076,"22-29"
"1117",2022-02-21,685,5076,"all ages 50+"
"1118",2022-02-21,472,5076,"21 and under"
"1119",2022-02-21,876,5076,"40-49"
"1120",2022-02-21,1544,5076,"30-39"
"1121",2021-02-22,679,4408,"all ages 50+"
"1122",2021-02-22,1403,4408,"30-39"
"1123",2021-02-22,733,4408,"40-49"
"1124",2021-02-22,1210,4408,"22-29"
"1125",2021-02-22,383,4408,"21 and under"
"1126",2020-02-24,888,2984,"30-39"
"1127",2020-02-24,514,2984,"40-49"
"1128",2020-02-24,775,2984,"22-29"
"1129",2020-02-24,552,2984,"all ages 50+"
"1130",2020-02-24,254,2984,"21 and under"
"1131",2022-02-28,1506,5141,"22-29"
"1132",2022-02-28,888,5141,"40-49"
"1133",2022-02-28,691,5141,"all ages 50+"
"1134",2022-02-28,1563,5141,"30-39"
"1135",2022-02-28,489,5141,"21 and under"
"1136",2023-01-02,1730,5495,"30-39"
"1137",2023-01-02,1542,5495,"22-29"
"1138",2023-01-02,722,5495,"all ages 50+"
"1139",2023-01-02,993,5495,"40-49"
"1140",2023-01-02,506,5495,"21 and under"
"1141",2022-01-03,1352,4717,"22-29"
"1142",2022-01-03,1466,4717,"30-39"
"1143",2022-01-03,449,4717,"21 and under"
"1144",2022-01-03,799,4717,"40-49"
"1145",2022-01-03,648,4717,"all ages 50+"
"1146",2021-01-04,1088,3908,"22-29"
"1147",2021-01-04,1235,3908,"30-39"
"1148",2021-01-04,647,3908,"40-49"
"1149",2021-01-04,344,3908,"21 and under"
"1150",2021-01-04,594,3908,"all ages 50+"
"1151",2020-01-06,612,2278,"22-29"
"1152",2020-01-06,440,2278,"all ages 50+"
"1153",2020-01-06,648,2278,"30-39"
"1154",2020-01-06,402,2278,"40-49"
"1155",2020-01-06,176,2278,"21 and under"
"1156",2023-01-09,1763,5620,"30-39"
"1157",2023-01-09,1574,5620,"22-29"
"1158",2023-01-09,742,5620,"all ages 50+"
"1159",2023-01-09,1018,5620,"40-49"
"1160",2023-01-09,521,5620,"21 and under"
"1161",2022-01-10,1381,4804,"22-29"
"1162",2022-01-10,1495,4804,"30-39"
"1163",2022-01-10,455,4804,"21 and under"
"1164",2022-01-10,807,4804,"40-49"
"1165",2022-01-10,663,4804,"all ages 50+"
"1166",2021-01-11,1134,4013,"22-29"
"1167",2021-01-11,1275,4013,"30-39"
"1168",2021-01-11,650,4013,"40-49"
"1169",2021-01-11,345,4013,"21 and under"
"1170",2021-01-11,609,4013,"all ages 50+"
"1171",2020-01-13,666,2480,"22-29"
"1172",2020-01-13,425,2480,"40-49"
"1173",2020-01-13,471,2480,"all ages 50+"
"1174",2020-01-13,720,2480,"30-39"
"1175",2020-01-13,198,2480,"21 and under"
"1176",2023-01-16,1783,5684,"30-39"
"1177",2023-01-16,1596,5684,"22-29"
"1178",2023-01-16,1018,5684,"40-49"
"1179",2023-01-16,529,5684,"21 and under"
"1180",2023-01-16,753,5684,"all ages 50+"
"1181",2021-01-18,1134,4063,"22-29"
"1182",2021-01-18,1297,4063,"30-39"
"1183",2021-01-18,657,4063,"40-49"
"1184",2021-01-18,352,4063,"21 and under"
"1185",2021-01-18,623,4063,"all ages 50+"
"1186",2020-01-20,666,2559,"22-29"
"1187",2020-01-20,456,2559,"40-49"
"1188",2020-01-20,491,2559,"all ages 50+"
"1189",2020-01-20,742,2559,"30-39"
"1190",2020-01-20,203,2559,"21 and under"
"1191",2023-01-23,1779,5742,"30-39"
"1192",2023-01-23,1601,5742,"22-29"
"1193",2023-01-23,1044,5742,"40-49"
"1194",2023-01-23,544,5742,"21 and under"
"1195",2023-01-23,771,5742,"all ages 50+"
"1196",2021-01-25,1155,4164,"22-29"
"1197",2021-01-25,1324,4164,"30-39"
"1198",2021-01-25,685,4164,"40-49"
"1199",2021-01-25,354,4164,"21 and under"
"1200",2021-01-25,646,4164,"all ages 50+"
"1201",2020-01-27,787,2689,"30-39"
"1202",2020-01-27,687,2689,"22-29"
"1203",2020-01-27,470,2689,"40-49"
"1204",2020-01-27,523,2689,"all ages 50+"
"1205",2020-01-27,221,2689,"21 and under"
"1206",2023-01-30,1811,5772,"30-39"
"1207",2023-01-30,1580,5772,"22-29"
"1208",2023-01-30,1053,5772,"40-49"
"1209",2023-01-30,767,5772,"all ages 50+"
"1210",2023-01-30,559,5772,"21 and under"
